BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Better Homes and Gardens Real Estate Safari Realty,Contingent,619888,3,2.0,1400.0,35 Center Pl,"Staten Island, NY 10306","35 Center PlStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Center Place,"35 Center Pl, Staten Island, NY 10306, USA",40.5632116,-74.1002521
Brokered by Ashford Homes,Multi-family home for sale,1489000,6,2.3738608579684373,3780.0,205 Wiman Ave,"Staten Island, NY 10308","205 Wiman AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Wiman Avenue,"205 Wiman Ave, Staten Island, NY 10308, USA",40.5395319,-74.1450877
Brokered by Momentum Real Estate LLC,Multi-family home for sale,798000,3,4.0,2150.0,425 Father Capodanno Blvd,"Staten Island, NY 10305","425 Father Capodanno BlvdStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Father Capodanno Boulevard,"425 Father Capodanno Blvd, Staten Island, NY 10305, USA",40.5874844,-74.0701056
Brokered by Keller Williams Realty Empire,House for sale,585000,3,2.0,1100.0,192 Colfax Ave,"Staten Island, NY 10306","192 Colfax AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Colfax Avenue,"192 Colfax Ave, Staten Island, NY 10306, USA",40.5784263,-74.105437
Brokered by EXP Realty,Multi-family home for sale,790000,6,3.0,2520.0,78 Mountainview Ave,"Staten Island, NY 10314","78 Mountainview AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Mountainview Avenue,"78 Mountainview Ave, Staten Island, NY 10314, USA",40.6105856,-74.1268175
Brokered by Top Choice Realty LLC,House for sale,899000,3,2.0,1440.0,40 Adelphi Ave,"Staten Island, NY 10309","40 Adelphi AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Adelphi Avenue,"40 Adelphi Ave, Staten Island, NY 10309, USA",40.5159004,-74.2314825
Brokered by AmeriHomes Realty,House for sale,1495000,4,2.3738608579684373,3000.0,31 4th Ct,"Staten Island, NY 10312","31 4th CtStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,4 Court,"31 4 Ct, Staten Island, NY 10312, USA",40.5247627,-74.1681035
Brokered by Compass Realty Central Inc.,House for sale,694000,3,3.0,1360.0,364 Armstrong Ave,"Staten Island, NY 10308","364 Armstrong AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Armstrong Avenue,"364 Armstrong Ave, Staten Island, NY 10308, USA",40.5423126,-74.1555672
Brokered by Winzone Realty Inc,House for sale,319000,3,2.0,1224.0,57 Neutral Ave,"Staten Island, NY 10306","57 Neutral AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Neutral Avenue,"57 Neutral Ave, Staten Island, NY 10306, USA",40.5604695,-74.1018925
Brokered by Rise Realty,House for sale,799000,4,2.0,1975.0,604 Lamont Ave,"Staten Island, NY 10312","604 Lamont AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Lamont Avenue,"604 Lamont Ave, Staten Island, NY 10312, USA",40.5387812,-74.193378
Brokered by DiTommaso Real Estate,House for sale,1195000,4,4.0,2704.0,52 Indale Ave,"Staten Island, NY 10309","52 Indale AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Indale Avenue,"52 Indale Ave, Staten Island, NY 10309, USA",40.5143019,-74.2044734
Brokered by HOT HOMES REALTY LLC.,Pending,90000,1,1.0,660.0,16 Mapleton Ave,"Staten Island, NY 10306","16 Mapleton AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Mapleton Avenue,"16 Mapleton Ave, Staten Island, NY 10306, USA",40.574451,-74.0929448
Brokered by Real Estate Property Group LLC,House for sale,350000,2,1.0,490.0,750 Patterson Ave,"Staten Island, NY 10306","750 Patterson AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Patterson Avenue,"750 Patterson Ave, Staten Island, NY 10306, USA",40.5731273,-74.089182
Brokered by Re/Max Edge,House for sale,1165000,3,4.0,3500.0,67 Dexter Ave,"Staten Island, NY 10309","67 Dexter AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Dexter Avenue,"67 Dexter Ave, Staten Island, NY 10309, USA",40.5397292,-74.2155251
"Brokered by Homes R Us Realty of NY, Inc.",House for sale,729900,3,2.0,1150.0,447 Vernon Ave,"Staten Island, NY 10309","447 Vernon AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Vernon Avenue,"447 Vernon Ave, Staten Island, NY 10309, USA",40.5302132,-74.1981906
Brokered by RE MAX Edge,House for sale,2800000,4,6.0,8333.0,25 Copperleaf Ter,"Staten Island, NY 10304","25 Copperleaf TerStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Copperleaf Terrace,"25 Copperleaf Terrace, Staten Island, NY 10304, USA",40.5861193,-74.1075476
Brokered by E House Realty & Mgt. Inc.,Pending,769000,3,4.0,2184.207862,290 Lake Ave,"Staten Island, NY 10303","290 Lake AveStaten Island, NY 10303",United States,New York,Richmond County,Staten Island,Lake Avenue,"290 Lake Ave, Staten Island, NY 10303, USA",40.6291962,-74.1518654
Brokered by Gateway Arms Realty Corp.,House for sale,879000,4,2.0,1238.0,48 Princewood Ave,"Staten Island, NY 10309","48 Princewood AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Princewood Avenue,"48 Princewood Ave, Staten Island, NY 10309, USA",40.5273247,-74.1983282
Brokered by RE MAX Elite,House for sale,998000,4,4.0,2000.0,336 Bethel Ave,"Staten Island, NY 10307","336 Bethel AveStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,Bethel Avenue,"336 Bethel Ave, Staten Island, NY 10307, USA",40.515251,-74.235145
Brokered by Coldwell Banker Advantage,House for sale,1195000,4,4.0,2688.0,222 Hart Blvd,"Staten Island, NY 10301","222 Hart BlvdStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Hart Boulevard,"222 Hart Blvd, Staten Island, NY 10301, USA",40.6296431,-74.1005274
"Brokered by Homes R Us Realty of NY, Inc.",House for sale,955000,4,4.0,2100.0,82 Vineland Ave,"Staten Island, NY 10312","82 Vineland AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Vineland Avenue,"82 Vineland Ave, Staten Island, NY 10312, USA",40.551184,-74.1840649
"Brokered by Tom Crimmins Realty, Ltd.",Contingent,899999,3,2.0,1784.0,61 Prescott Ave,"Staten Island, NY 10306","61 Prescott AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Prescott Avenue,"61 Prescott Ave, Staten Island, NY 10306, USA",40.5788586,-74.11209
Brokered by DiTommaso Real Estate,House for sale,689000,3,2.3738608579684373,1248.0,46 Kirshon Ave,"Staten Island, NY 10314","46 Kirshon AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Kirshon Avenue,"46 Kirshon Ave, Staten Island, NY 10314, USA",40.6137764,-74.1600305
Brokered by Martino Realty Group,House for sale,649999,3,2.0,1440.0,219 Slater Blvd,"Staten Island, NY 10305","219 Slater BlvdStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Slater Boulevard,"219 Slater Blvd, Staten Island, NY 10305, USA",40.5803331,-74.0885167
Brokered by EXP Realty,House for sale,669000,3,2.0,864.0,74 Holly St,"Staten Island, NY 10304","74 Holly StStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Holly Street,"74 Holly St, Staten Island, NY 10304, USA",40.5993523,-74.0953882
Brokered by eXp Realty BKNY,House for sale,390000,2,1.0,586.0,231 Freeborn St,"Staten Island, NY 10306","231 Freeborn StStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Freeborn Street,"231 Freeborn St, Staten Island, NY 10306, USA",40.574103,-74.0931668
Brokered by RE MAX Edge,House for sale,1450000,4,2.3738608579684373,2700.0,308 Poillon Ave,"Staten Island, NY 10312","308 Poillon AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Poillon Avenue,"308 Poillon Ave, Staten Island, NY 10312, USA",40.5273093,-74.1753435
"Brokered by Robert DeFalco Realty, Inc.",House for sale,689999,3,2.0,1008.0,596 College Ave,"Staten Island, NY 10302","596 College AveStaten Island, NY 10302",United States,New York,Richmond County,Staten Island,College Avenue,"596 College Ave, Staten Island, NY 10302, USA",40.621814,-74.1406264
"Brokered by Robert DeFalco Realty, Inc.",House for sale,519000,3,2.0,1480.0,62 Simmons Ln,"Staten Island, NY 10314","62 Simmons LnStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Simmons Lane,"62 Simmons Ln, Staten Island, NY 10314, USA",40.5939378,-74.1843153
Brokered by Staten Island Premiere Properties,Contingent,599000,4,4.0,2800.0,77 Harbour Ct,"Staten Island, NY 10308","77 Harbour CtStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Harbour Court,"77 Harbour Ct, Staten Island, NY 10308, USA",40.5387352,-74.1423893
"Brokered by Dynasty Real Estate, Inc.",Townhouse for sale,699998,3,2.0,1548.0,159 Freedom Ave,"Staten Island, NY 10314","159 Freedom AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Freedom Avenue,"159 Freedom Ave, Staten Island, NY 10314, USA",40.5953144,-74.1628286
Brokered by Jessica Viola,Contingent,499000,3,2.0,1288.0,625 Goethals Rd N,"Staten Island, NY 10314","625 Goethals Rd NStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Goethals Road North,"625 Goethals Rd N, Staten Island, NY 10314, USA",40.6166867,-74.1576647
"Brokered by Robert DeFalco Realty, Inc.",House for sale,2580000,8,2.3738608579684373,6493.0,60 Lyman Pl,"Staten Island, NY 10304","60 Lyman PlStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Lyman Place,"60 Lyman Pl, Staten Island, NY 10304, USA",40.6050685,-74.0969483
Brokered by Joanne Costa Realty,House for sale,1150000,2,2.0,1444.0,91 Flagg Ct,"Staten Island, NY 10304","91 Flagg CtStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Flagg Court,"91 Flagg Ct, Staten Island, NY 10304, USA",40.5882505,-74.1087291
Brokered by Scott Dobrin Realty,Multi-family home for sale,815156,4,4.0,2945.0,156 Davis Ave,"Staten Island, NY 10310","156 Davis AveStaten Island, NY 10310",United States,New York,Richmond County,Staten Island,Davis Avenue,"156 Davis Ave, Staten Island, NY 10310, USA",40.6402659,-74.110402
Brokered by ANNE LOPA REAL ESTATE,House for sale,2147483647,7,6.0,10000.0,6659-6675 Amboy Rd,"New York, NY 10309","6659-6675 Amboy RdNew York, NY 10309",United States,New York,Richmond County,Staten Island,Amboy Road,"6659 Amboy Rd, Staten Island, NY 10309, USA",40.5184841,-74.2244185
Brokered by Keller Williams Realty Greater Nassau,House for sale,1599000,5,3.0,5600.0,1233 Todt Hill Rd,"Staten Island, NY 10304","1233 Todt Hill RdStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Todt Hill Road,"1233 Todt Hill Rd, Staten Island, NY 10304, USA",40.5813757,-74.1131912
"Brokered by Robert DeFalco Realty, Inc.",House for sale,1299900,4,4.0,2755.0,346 George St,"Staten Island, NY 10307","346 George StStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,George Street,"346 George St, Staten Island, NY 10307, USA",40.5065922,-74.2393503
Brokered by Re/Max Edge,House for sale,765000,3,4.0,2205.0,80 Longview Rd,"Staten Island, NY 10304","80 Longview RdStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Longview Road,"80 Longview Rd, Staten Island, NY 10304, USA",40.611142,-74.0905357
Brokered by Coldwell Banker Advantage,Multi-family home for sale,849998,4,2.0,2342.0,358 Lamoka Ave,"Staten Island, NY 10312","358 Lamoka AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Lamoka Avenue,"358 Lamoka Ave, Staten Island, NY 10312, USA",40.5487767,-74.1629254
Brokered by Hand In Hand Real Estate,House for sale,699900,3,2.0,1470.0,102 Lamberts Ln,"Staten Island, NY 10314","102 Lamberts LnStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Lamberts Lane,"102 Lamberts Ln, Staten Island, NY 10314, USA",40.6153952,-74.1610855
Brokered by J Milo Real Estate,Multi-family home for sale,1369000,4,2.3738608579684373,2900.0,7 Stalie Ct,"Staten Island, NY 10309","7 Stalie CtStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Stalie Court,"7 Stalie Ct, Staten Island, NY 10309, USA",40.5239722,-74.2213406
Brokered by Berkshire Hathaway HomeServices Cangiano Estates,House for sale,749000,4,1.0,1040.0,29 Canterbury Ave,"Staten Island, NY 10314","29 Canterbury AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Canterbury Avenue,"29 Canterbury Ave, Staten Island, NY 10314, USA",40.6165347,-74.1507186
Brokered by J. Milo Real Estate Ltd,Pending,879900,3,2.0,2242.0,640 Sheldon Ave,"Staten Island, NY 10312","640 Sheldon AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Sheldon Avenue,"640 Sheldon Ave, Staten Island, NY 10312, USA",40.5409077,-74.1964937
Brokered by Liberty Chateau Realty Inc,Foreclosure,479000,6,2.0,3100.0,16 Renfrew Pl,"Staten Island, NY 10303","16 Renfrew PlStaten Island, NY 10303",United States,New York,Richmond County,Staten Island,Renfrew Place,"16 Renfrew Pl, Staten Island, NY 10303, USA",40.6268305,-74.1471405
Brokered by Coldwell Banker Advantage,Contingent,720000,3,2.0,1430.0,190 Chestnut Ave,"Staten Island, NY 10305","190 Chestnut AveStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Chestnut Avenue,"190 Chestnut Ave, Staten Island, NY 10305, USA",40.6149561,-74.0745548
Brokered by Better Homes and Gardens Real Estate Safari Realty,House for sale,1250000,4,4.0,3300.0,24 Gianna Ct,"Staten Island, NY 10306","24 Gianna CtStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Gianna Court,"24 Gianna Ct, Staten Island, NY 10306, USA",40.5675492,-74.140764
Brokered by Claire Properties,House for sale,774888,3,2.0,960.0,417 Genesee Ave,"Staten Island, NY 10312","417 Genesee AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Genesee Avenue,"417 Genesee Ave, Staten Island, NY 10312, USA",40.5525576,-74.1709014
Brokered by Corcoran SoHo,Pending,748999,3,2.0,1620.0,122 North Dr,"Staten Island, NY 10305","122 North DrStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,North Drive,"122 North Dr, Staten Island, NY 10305, USA",40.606691,-74.0724094
Brokered by Prereal Prendamano Real Estate,Land for sale,3950000,3,2.3738608579684373,2184.207862,750 Barclay Ave,"Staten Island, NY 10312","750 Barclay AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Barclay Avenue,"750 Barclay Ave, Staten Island, NY 10312, USA",40.525422,-74.166603
Brokered by Gateway Arms Realty Corp.,House for sale,675000,3,1.0,1404.0,44 Hunter Pl,"Staten Island, NY 10301","44 Hunter PlStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Hunter Place,"44 Hunter Pl, Staten Island, NY 10301, USA",40.6333513,-74.1021333
Brokered by Liberty Chateau Realty Inc,Townhouse for sale,559900,3,2.0,980.0,18 Navigator Ct,"Staten Island, NY 10309","18 Navigator CtStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Navigator Court,"18 Navigator Ct, Staten Island, NY 10309, USA",40.5132339,-74.1959753
Brokered by NextHome Prestige,House for sale,1150000,3,4.0,3000.0,335 Preston Ave,"Staten Island, NY 10312","335 Preston AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Preston Avenue,"335 Preston Ave, Staten Island, NY 10312, USA",40.5343966,-74.1582874
Brokered by Truhomes Realty Group,Land for sale,150000,3,2.3738608579684373,2184.207862,40 Cedarcliff Rd,"Staten Island, NY 10301","40 Cedarcliff RdStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Cedarcliff Road,"40 Cedarcliff Rd, Staten Island, NY 10301, USA",40.6171535,-74.0890497
Brokered by Truhomes Realty Group,Land for sale,150000,3,2.3738608579684373,2184.207862,48 Cedarcliff Rd,"Staten Island, NY 10301","48 Cedarcliff RdStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Cedarcliff Road,"48 Cedarcliff Rd, Staten Island, NY 10301, USA",40.6170275,-74.0893192
Brokered by Neman Yoska,Land for sale,149000,3,2.3738608579684373,2184.207862,644 Jefferson Ave,"Staten Island, NY 10306","644 Jefferson AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Jefferson Avenue,"644 Jefferson Ave, Staten Island, NY 10306, USA",40.5742632,-74.086609
Brokered by Momentum Real Estate LLC,Multi-family home for sale,898000,6,3.0,2100.0,15 Spratt Ave,"Staten Island, NY 10306","15 Spratt AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Spratt Avenue,"15 Spratt Ave, Staten Island, NY 10306, USA",40.5586967,-74.1351001
Brokered by Blooming Realty,Multi-family home for sale,678990,3,3.0,1575.0,155 Wellbrook Ave,"Staten Island, NY 10314","155 Wellbrook AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Wellbrook Avenue,"155 Wellbrook Ave, Staten Island, NY 10314, USA",40.6012318,-74.1300175
Brokered by Taranto Realty,Condo for sale,549000,3,2.0,1092.0,4 Jamie Ct,"Staten Island, NY 10314","4 Jamie CtStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Jamie Court,"4 Jamie Ct, Staten Island, NY 10314, USA",40.6221107,-74.1499982
Brokered by Compass Realty Central Inc.,House for sale,849000,3,2.0,2000.0,329 Wainwright Ave,"Staten Island, NY 10312","329 Wainwright AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Wainwright Avenue,"329 Wainwright Ave, Staten Island, NY 10312, USA",40.5528489,-74.1699382
Brokered by Sowae Corp,House for sale,130000,3,2.3738608579684373,664.0,263 South Ave,"Staten Island, NY 10303","263 South AveStaten Island, NY 10303",United States,New York,Richmond County,Staten Island,South Avenue,"263 South Ave, Staten Island, NY 10303, USA",40.6330671,-74.1659477
Brokered by Martino Realty Group,Contingent,489000,2,1.0,978.0,615 Correll Ave,"Staten Island, NY 10309","615 Correll AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Correll Avenue,"615 Correll Ave, Staten Island, NY 10309, USA",40.546573,-74.213449
"Brokered by Robert Defalco Realty, Inc.",Contingent,589000,3,2.0,2310.0,68 Davis Ave,"Staten Island, NY 10310","68 Davis AveStaten Island, NY 10310",United States,New York,Richmond County,Staten Island,Davis Avenue,"68 Davis Ave, Staten Island, NY 10310, USA",40.6426635,-74.1108512
Brokered by EXP REALTY,Condo for sale,329000,2,1.0,850.0,55 Austin Pl Apt 6Z,"Staten Island, NY 10304","55 Austin Pl Apt 6ZStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Austin Place,"55 Austin Pl, Staten Island, NY 10304, USA",40.6316141,-74.0858954
Brokered by Real Broker NY LLC,Contingent,614900,3,2.0,1495.0,30 Cunard Ave,"Staten Island, NY 10304","30 Cunard AveStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Cunard Avenue,"30 Cunard Ave, Staten Island, NY 10304, USA",40.6142391,-74.0884134
Brokered by Ashford Homes,Land for sale,348000,3,2.3738608579684373,2184.207862,952 Olympia Blvd,"Staten Island, NY 10306","952 Olympia BlvdStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Olympia Boulevard,"952 Olympia Blvd, Staten Island, NY 10306, USA",40.575138,-74.090531
Brokered by American Homes Group,Multi-family home for sale,1095000,4,4.0,2280.0,89 Escanaba Ave,"Staten Island, NY 10308","89 Escanaba AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Escanaba Avenue,"89 Escanaba Ave, Staten Island, NY 10308, USA",40.5505648,-74.1599018
Brokered by American Homes Group,House for sale,265000,2,1.0,660.0,19 Vera St,"Staten Island, NY 10305","19 Vera StStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Vera Street,"19 Vera St, Staten Island, NY 10305, USA",40.5849224,-74.0968781
"Brokered by Neuhaus Realty, Inc.",House for sale,599999,3,2.0,1360.0,68 Watchogue Rd,"Staten Island, NY 10314","68 Watchogue RdStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Watchogue Road,"68 Watchogue Rd, Staten Island, NY 10314, USA",40.613911,-74.133028
Brokered by RE MAX Edge,Pending,1188000,4,2.3738608579684373,3840.0,139 Atlantic Ave,"Staten Island, NY 10304","139 Atlantic AveStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Atlantic Avenue,"139 Atlantic Ave, Staten Island, NY 10304, USA",40.5929709,-74.0937822
"Brokered by Tom Marco Real Estate, Inc.",Foreclosure,579900,3,2.3738608579684373,2640.0,241 Westervelt Ave,"Staten Island, NY 10301","241 Westervelt AveStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Westervelt Avenue,"241 Westervelt Ave, Staten Island, NY 10301, USA",40.6422293,-74.0830445
"Brokered by F.G. VOLPE REALTY ""SERVICING STATEN ISLAND""",Multi-family home for sale,924800,4,3.0,2049.0,315 Main St,"Staten Island, NY 10307","315 Main StStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,Main Street,"315 Main St, Staten Island, NY 10307, USA",40.5075446,-74.2461088
"Brokered by Neuhaus Realty, Inc.",Multi-family home for sale,995000,5,2.0,2288.0,65 Rensselaer Ave Unit A,"Staten Island, NY 10312","65 Rensselaer Ave Unit AStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Rensselaer Avenue,"65 Rensselaer Ave, Staten Island, NY 10312, USA",40.5501403,-74.1810379
Brokered by Homefinders of SI Inc.,Townhouse for sale,695000,3,2.3738608579684373,1793.0,370 Windham Loop,"Staten Island, NY 10314","370 Windham LoopStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Windham Loop,"370 Windham Loop, Staten Island, NY 10314, USA",40.5763909,-74.1631382
Brokered by Homefinders of SI Inc.,Townhouse for sale,695000,3,2.3738608579684373,1793.0,370 Windham Loop,"Staten Island, NY 10314","370 Windham LoopStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Windham Loop,"370 Windham Loop, Staten Island, NY 10314, USA",40.5763909,-74.1631382
"Brokered by Tom Crimmins Realty, Ltd.",Multi-family home for sale,899000,7,3.0,1980.0,1009 Forest Ave,"Staten Island, NY 10310","1009 Forest AveStaten Island, NY 10310",United States,New York,Richmond County,Staten Island,Forest Avenue,"1009 Forest Ave, Staten Island, NY 10310, USA",40.6275175,-74.1233766
Brokered by Coldwell Banker Advantage,Multi-family home for sale,1288000,6,5.0,2640.0,1010 Huguenot Ave,"Staten Island, NY 10312","1010 Huguenot AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Huguenot Avenue,"1010 Huguenot Ave, Staten Island, NY 10312, USA",40.5294592,-74.1903024
Brokered by Gillani Homes Inc.,Condo for sale,728000,3,2.0,1890.0,166 Rolling Hill Grn,"Staten Island, NY 10312","166 Rolling Hill GrnStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Rolling Hill Green,"166 Rolling Hill Green, Staten Island, NY 10312, USA",40.55065,-74.193355
Brokered by Northshore Properties Realty,House for sale,549000,3,1.0,1400.0,225 Bement Ave,"Staten Island, NY 10310","225 Bement AveStaten Island, NY 10310",United States,New York,Richmond County,Staten Island,Bement Avenue,"225 Bement Ave, Staten Island, NY 10310, USA",40.6368544,-74.1124571
"Brokered by Nest Seekers International, Midtown",House for sale,1250000,5,4.0,3427.0,148 Claypit Rd,"Staten Island, NY 10309","148 Claypit RdStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Clay Pit Road,"148 Clay Pit Rd, Staten Island, NY 10309, USA",40.5395581,-74.2229079
Brokered by Coldwell Banker Advantage,Multi-family home for sale,869999,5,3.0,2080.0,428 Bradley Ave,"Staten Island, NY 10314","428 Bradley AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Bradley Avenue,"428 Bradley Ave, Staten Island, NY 10314, USA",40.6005525,-74.1314512
Brokered by Re/Max Edge,House for sale,1248888,4,4.0,3500.0,25 Tarring St,"Staten Island, NY 10306","25 Tarring StStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Tarring Street,"25 Tarring St, Staten Island, NY 10306, USA",40.5646314,-74.1243252
