BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Utopia Real Estate,Co-op for sale,69900,2,1.0,700.0,61 Edgewater Park Unit B,"Bronx, NY 10465","61 Edgewater Park Unit BBronx, NY 10465",United States,New York,Bronx County,The Bronx,Edgewater Park,"61 Edgewater Park, Bronx, NY 10465, USA",40.8224987,-73.8111568
Brokered by WW Realty Group Inc,House for sale,499000,5,2.0,1760.0,2774 Marion Ave,"Bronx, NY 10458","2774 Marion AveBronx, NY 10458",United States,New York,Bronx County,The Bronx,Marion Avenue,"2774 Marion Ave, Bronx, NY 10458, USA",40.8663864,-73.8878945
Brokered by Julia B. Fee Sotheby's International Realty,Multi-family home for sale,1050000,5,4.0,3132.0,2818 Miles Ave,"Bronx, NY 10465","2818 Miles AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Miles Avenue,"2818 Miles Ave, Bronx, NY 10465, USA",40.8176549,-73.8197053
Brokered by Exp Realty,Townhouse for sale,650000,3,2.3738608579684373,1638.0,1544 Ohm Ave,"Bronx, NY 10465","1544 Ohm AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Ohm Avenue,"1544 Ohm Ave, Bronx, NY 10465, USA",40.8454501,-73.8209766
Brokered by Sowae Corp,Multi-family home for sale,425000,5,2.0,2184.207862,755 Coster St,"Bronx, NY 10474","755 Coster StBronx, NY 10474",United States,New York,Bronx County,The Bronx,Coster Street,"755 Coster St, Bronx, NY 10474, USA",40.8159966,-73.8881001
Brokered by Howard Hanna | Rand Realty,House for sale,549000,5,3.0,496.0,2808 Wickham Ave,"Bronx, NY 10469","2808 Wickham AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Wickham Avenue,"2808 Wickham Ave, Bronx, NY 10469, USA",40.8679701,-73.836565
Brokered by CAROZZA NICHOLAS M,House for sale,888000,4,2.0,2686.0,3079 Giegerich Pl,"Bronx, NY 10465","3079 Giegerich PlBronx, NY 10465",United States,New York,Bronx County,The Bronx,Giegerich Place,"3079 Giegerich Pl, Bronx, NY 10465, USA",40.8130775,-73.8063357
Brokered by Winzone Realty Inc,House for sale,1300000,3,2.0,2184.207862,246 Newman Ave,"Bronx, NY 10473","246 Newman AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,Newman Avenue,"246 Newman Ave, Bronx, NY 10473, USA",40.8109146,-73.853921
Brokered by Winzone Realty Inc,House for sale,1300000,3,2.0,2184.207862,246 Newman Ave,"Bronx, NY 10473","246 Newman AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,Newman Avenue,"246 Newman Ave, Bronx, NY 10473, USA",40.8109146,-73.853921
Brokered by Progress Realty Inc.,Multi-family home for sale,999000,6,2.0,3144.0,851 Van Nest Ave,"Bronx, NY 10462","851 Van Nest AveBronx, NY 10462",United States,New York,Bronx County,The Bronx,Van Nest Avenue,"851 Van Nest Ave, Bronx, NY 10462, USA",40.8451067,-73.8601577
Brokered by WW Realty Group Inc,House for sale,999000,6,2.0,1280.0,3426 Boller Ave,"Bronx, NY 10475","3426 Boller AveBronx, NY 10475",United States,New York,Bronx County,The Bronx,Boller Avenue,"3426 Boller Ave, Bronx, NY 10475, USA",40.8808173,-73.8350832
Brokered by Keller Williams Hudson Valley,Multi-family home for sale,899000,6,3.0,3683.0,948 E 217th St,"Bronx, NY 10469","948 E 217th StBronx, NY 10469",United States,New York,Bronx County,The Bronx,East 217th Street,"948 E 217th St, Bronx, NY 10469, USA",40.8796143,-73.856153
Brokered by RE MAX Distinguished Homes & Properties,Condo for sale,200000,1,1.0,613.0,1700 Metropolitan Ave Apt Mh,"Bronx, NY 10462","1700 Metropolitan Ave Apt MhBronx, NY 10462",United States,New York,Bronx County,The Bronx,Metropolitan Avenue,"1700 Metropolitan Ave, Bronx, NY 10462, USA",40.840459,-73.8542045
Brokered by Howard Hanna | Rand Realty,Multi-family home for sale,650000,6,2.0,2310.0,936 Taylor Ave,"Bronx, NY 10473","936 Taylor AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,Taylor Avenue,"936 Taylor Ave, Bronx, NY 10473, USA",40.8244358,-73.8633737
Brokered by Velez Realty Corp,Multi-family home for sale,899000,8,2.0,2160.0,3214 Seymour Ave,"Bronx, NY 10469","3214 Seymour AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Seymour Avenue,"3214 Seymour Ave, Bronx, NY 10469, USA",40.8728082,-73.8469489
Brokered by New Concept Sheiks Realty Inc.,Multi-family home for sale,875000,6,3.0,2860.0,1779 Edenwald Ave,"Bronx, NY 10466","1779 Edenwald AveBronx, NY 10466",United States,New York,Bronx County,The Bronx,Edenwald Avenue,"1779 Edenwald Ave, Bronx, NY 10466, USA",40.8920958,-73.8487361
Brokered by BESMATCH REAL ESTATE,Multi-family home for sale,850000,5,2.0,1908.0,4346 Edson Ave,"Bronx, NY 10466","4346 Edson AveBronx, NY 10466",United States,New York,Bronx County,The Bronx,Edson Avenue,"4346 Edson Ave, Bronx, NY 10466, USA",40.8979269,-73.8463057
Brokered by RE MAX Distinguished Homes & Properties,Multi-family home for sale,875000,7,5.0,2680.0,1126 Ward Ave,"Bronx, NY 10472","1126 Ward AveBronx, NY 10472",United States,New York,Bronx County,The Bronx,Ward Avenue,"1126 Ward Ave, Bronx, NY 10472, USA",40.8270095,-73.8766285
Brokered by Keller Williams Realty NYC Grp,Multi-family home for sale,799000,7,2.0,2296.0,1341 Fteley Ave,"Bronx, NY 10472","1341 Fteley AveBronx, NY 10472",United States,New York,Bronx County,The Bronx,Fteley Avenue,"1341 Fteley Ave, Bronx, NY 10472, USA",40.8333931,-73.8727914
Brokered by Keller Williams Realty NYC Grp,Multi-family home for sale,799000,7,2.0,2296.0,1341 Fteley Ave,"Bronx, NY 10472","1341 Fteley AveBronx, NY 10472",United States,New York,Bronx County,The Bronx,Fteley Avenue,"1341 Fteley Ave, Bronx, NY 10472, USA",40.8333931,-73.8727914
Brokered by Corcoran SoHo,Co-op for sale,400000,2,2.0,1150.0,8 Magnolia Pl # 8,"Bronx, NY 10465","8 Magnolia Pl # 8Bronx, NY 10465",United States,New York,Bronx County,The Bronx,Magnolia Place,"8 Magnolia Pl, Bronx, NY 10465, USA",40.8131429,-73.808397
Brokered by Century 21 Dawns Gold,Multi-family home for sale,699999,6,2.3738608579684373,2184.207862,1839 Andrews Ave,"Bronx, NY 10453","1839 Andrews AveBronx, NY 10453",United States,New York,Bronx County,The Bronx,Andrews Avenue South,"1839 Andrews Ave S, Bronx, NY 10453, USA",40.8524948,-73.9151397
Brokered by Keller Williams Realty NYC Grp,Multi-family home for sale,799000,5,3.0,2400.0,232 Throggs Neck Blvd,"Bronx, NY 10465","232 Throggs Neck BlvdBronx, NY 10465",United States,New York,Bronx County,The Bronx,Throgs Neck Boulevard,"232 Throgs Neck Blvd, Bronx, NY 10465, USA",40.8181836,-73.812739
Brokered by CENTURY 21 Kafcos Realty,House for sale,769000,4,2.0,1728.0,4322 E Tremont Ave,"Bronx, NY 10465","4322 E Tremont AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,East Tremont Avenue,"4322 E Tremont Ave, Bronx, NY 10465, USA",40.8152029,-73.8154969
Brokered by Morris Park Realty Group,House for sale,499999,2,1.0,1744.0,616 City Island Ave,"Bronx, NY 10464","616 City Island AveBronx, NY 10464",United States,New York,Bronx County,The Bronx,City Island Avenue,"616 City Island Ave, Bronx, NY 10464, USA",40.8549429,-73.7908303
Brokered by Countrywide Real Estate Inc,Land for sale,289000,3,2.3738608579684373,2184.207862,633 Mead St,"Bronx, NY 10460","633 Mead StBronx, NY 10460",United States,New York,Bronx County,The Bronx,Mead Street,"633 Mead St, Bronx, NY 10460, USA",40.842629,-73.8665973
Brokered by TREBACH REALTY INC,Land for sale,450000,3,2.3738608579684373,2184.207862,9 Alderbrook Rd,"Bronx, NY 10471","9 Alderbrook RdBronx, NY 10471",United States,New York,Bronx County,The Bronx,Alderbrook Road,"9 Alderbrook Rd, Bronx, NY 10471, USA",40.89582,-73.9110766
Brokered by Oxford Property Group,Land for sale,2000000,3,2.3738608579684373,2184.207862,2090 Arthur Ave,"Bronx, NY 10457","2090 Arthur AveBronx, NY 10457",United States,New York,Bronx County,The Bronx,Arthur Avenue,"2090 Arthur Ave, Bronx, NY 10457, USA",40.8492324,-73.8914043
Brokered by JL Capital Real Estate Corp,Land for sale,795000,3,2.3738608579684373,2184.207862,1761 Topping Ave,"Bronx, NY 10457","1761 Topping AveBronx, NY 10457",United States,New York,Bronx County,The Bronx,Topping Avenue,"1761 Topping Ave, Bronx, NY 10457, USA",40.8457524,-73.9059682
Brokered by JL Capital Real Estate Corp,Land for sale,1245000,3,2.3738608579684373,2184.207862,5437 Fieldston Rd,"Bronx, NY 10471","5437 Fieldston RdBronx, NY 10471",United States,New York,Bronx County,The Bronx,Fieldston Road,"5437 Fieldston Rd, Bronx, NY 10471, USA",40.902657,-73.901871
Brokered by Berkshire Hathaway HomeServices New York Properties - Eastchester,Co-op for sale,215000,2,2.0,747.0,127C Edgewater Park Unit C,"Bronx, NY 10465","127C Edgewater Park Unit CBronx, NY 10465",United States,New York,Bronx County,The Bronx,Edgewater Park,"127 D Edgewater Park, Bronx, NY 10465, USA",40.8233271,-73.8110122
Brokered by Sowae Corp,House for sale,275000,2,1.0,1104.0,3009 Coddington Ave,"Bronx, NY 10461","3009 Coddington AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Coddington Avenue,"3009 Coddington Ave, Bronx, NY 10461, USA",40.8409818,-73.8292936
Brokered by Berkshire Hathaway HomeServices New York Properties - Scarsdale,Co-op for sale,159000,2,1.0,1010.0,3531 Bronxwood Ave Apt Stb,"Bronx, NY 10469","3531 Bronxwood Ave Apt StbBronx, NY 10469",United States,New York,Bronx County,The Bronx,Bronxwood Avenue,"3531 Bronxwood Ave, Bronx, NY 10469, USA",40.8762047,-73.8603621
Brokered by Pantiga Group Inc.,House for sale,729000,3,2.0,1400.0,1625 Lurting Ave,"Bronx, NY 10461","1625 Lurting AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Lurting Avenue,"1625 Lurting Ave, Bronx, NY 10461, USA",40.846624,-73.8520911
Brokered by Keller Williams Realty NYC Grp,House for sale,599000,4,2.0,1500.0,242 E 235th St,"Bronx, NY 10470","242 E 235th StBronx, NY 10470",United States,New York,Bronx County,The Bronx,East 235th Street,"242 E 235th St, Bronx, NY 10470, USA",40.8972473,-73.868898
Brokered by Homesmart Homes and Estates,Multi-family home for sale,849000,4,2.0,2180.0,2033 Hobart Ave,"Bronx, NY 10461","2033 Hobart AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Hobart Avenue,"2033 Hobart Ave, Bronx, NY 10461, USA",40.8528127,-73.8312235
Brokered by TREBACH REALTY INC,Land for sale,1395000,3,2.3738608579684373,2184.207862,5239 Independence Ave,"Bronx, NY 10471","5239 Independence AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Independence Avenue,"5239 Independence Ave, Bronx, NY 10471, USA",40.9007702,-73.9110778
Brokered by Corcoran Williamsburg Bedford,House for sale,5500000,8,6.0,9000.0,5041 Goodridge Ave,"Bronx, NY 10471","5041 Goodridge AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Goodridge Avenue,"5041 Goodridge Ave, Bronx, NY 10471, USA",40.8985084,-73.902753
Brokered by Keller Williams Realty Group,Multi-family home for sale,425000,3,2.0,1700.0,747 E 217th St,"Bronx, NY 10467","747 E 217th StBronx, NY 10467",United States,New York,Bronx County,The Bronx,East 217th Street,"747 E 217th St, Bronx, NY 10467, USA",40.8817944,-73.8617772
Brokered by Re/Max Elite,House for sale,569000,3,3.0,1780.0,267 Robinson Ave,"Bronx, NY 10465","267 Robinson AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Robinson Avenue,"267 Robinson Ave, Bronx, NY 10465, USA",40.8147819,-73.8265252
Brokered by Mach Realty Llc,Foreclosure,560000,4,2.0,2318.0,456 E 134th St,"Bronx, NY 10454","456 E 134th StBronx, NY 10454",United States,New York,Bronx County,The Bronx,East 134th Street,"456 E 134th St, Bronx, NY 10454, USA",40.8056419,-73.9229736
Brokered by Nest Seekers Westchester Llc,Multi-family home for sale,925000,4,2.3738608579684373,2160.0,2423 Woodhull Ave,"Bronx, NY 10469","2423 Woodhull AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Woodhull Avenue,"2423 Woodhull Ave, Bronx, NY 10469, USA",40.8616602,-73.8421016
Brokered by Premium Choice Realty Corp,House for sale,609000,3,2.0,1620.0,4384 Locust Point Dr,"Bronx, NY 10465","4384 Locust Point DrBronx, NY 10465",United States,New York,Bronx County,The Bronx,Locust Point Drive,"4384 Locust Point Dr, Bronx, NY 10465, USA",40.8165837,-73.8006996
Brokered by Link Ny Realty,Multi-family home for sale,1375000,14,8.0,6000.0,1826 Radcliff Ave,"Bronx, NY 10462","1826 Radcliff AveBronx, NY 10462",United States,New York,Bronx County,The Bronx,Radcliff Avenue,"1826 Radcliff Ave, Bronx, NY 10462, USA",40.8485623,-73.8574586
Brokered by Keller Williams Realty NYC Grp,House for sale,700000,3,2.0,1620.0,3610 Corlear Ave,"Bronx, NY 10463","3610 Corlear AveBronx, NY 10463",United States,New York,Bronx County,The Bronx,Corlear Avenue,"3610 Corlear Ave, Bronx, NY 10463, USA",40.8844018,-73.9028342
Brokered by Elite Synergy Realty Inc,Multi-family home for sale,689000,6,3.0,2184.207862,262 E 197th St,"Bronx, NY 10458","262 E 197th StBronx, NY 10458",United States,New York,Bronx County,The Bronx,East 197th Street,"262 E 197th St, Bronx, NY 10458, USA",40.8681745,-73.8897652
"Brokered by Annkey Realty, Inc.",Multi-family home for sale,800000,6,3.0,2202.0,860 E 232nd St,"Bronx, NY 10466","860 E 232nd StBronx, NY 10466",United States,New York,Bronx County,The Bronx,East 232nd Street,"860 E 232nd St, Bronx, NY 10466, USA",40.8909806,-73.8528183
Brokered by Exp Realty,Multi-family home for sale,899975,6,3.0,1952.0,861 E 231st St,"Bronx, NY 10466","861 E 231st StBronx, NY 10466",United States,New York,Bronx County,The Bronx,East 231st Street,"861 E 231st St, Bronx, NY 10466, USA",40.8906352,-73.853094
Brokered by CENTURY 21 Kafcos Realty,Multi-family home for sale,865000,6,3.0,2464.0,910 Revere Ave,"Bronx, NY 10465","910 Revere AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Revere Avenue,"910 Revere Ave, Bronx, NY 10465, USA",40.8297242,-73.8263414
Brokered by Houlihan Lawrence,House for sale,499000,2,2.0,1350.0,514 E 235th St,"Bronx, NY 10470","514 E 235th StBronx, NY 10470",United States,New York,Bronx County,The Bronx,East 235th Street,"514 E 235th St, Bronx, NY 10470, USA",40.8978428,-73.8633611
"Brokered by Kremer Realty Ii, Inc",Multi-family home for sale,650000,6,2.3738608579684373,2184.207862,3106 Mickle Ave,"Bronx, NY 10469","3106 Mickle AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Mickle Avenue,"3106 Mickle Ave, Bronx, NY 10469, USA",40.8719262,-73.8423808
Brokered by Houlihan & O'malley R. E. Serv,Multi-family home for sale,1599999,6,2.3738608579684373,4073.0,3176 Tierney Pl,"Bronx, NY 10465","3176 Tierney PlBronx, NY 10465",United States,New York,Bronx County,The Bronx,Tierney Place,"3176 Tierney Pl, Bronx, NY 10465, USA",40.813524,-73.802218
Brokered by Nareema Baksh Real Estate,Condo for sale,435000,3,2.0,1034.0,2877 Ely Ave,"Bronx, NY 10469","2877 Ely AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Ely Avenue,"2877 Ely Ave, Bronx, NY 10469, USA",40.8690609,-73.835715
Brokered by Hollingsworth Real Estate Grou,House for sale,1290000,3,2.0,2905.0,5040 Tibbett Ave,"Bronx, NY 10471","5040 Tibbett AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Tibbett Avenue,"5040 Tibbett Ave, Bronx, NY 10471, USA",40.8964834,-73.899354
Brokered by Exp Realty,Townhouse for sale,650000,3,2.0,1912.0,1077 Adee Ave,"Bronx, NY 10469","1077 Adee AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Adee Avenue,"1077 Adee Ave, Bronx, NY 10469, USA",40.8697126,-73.8565137
Brokered by Han Tang Realty Inc.,Multi-family home for sale,879000,4,2.0,1998.0,2026 Mayflower Ave,"Bronx, NY 10461","2026 Mayflower AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Mayflower Avenue,"2026 Mayflower Ave, Bronx, NY 10461, USA",40.8527278,-73.833506
Brokered by Station Cities,Multi-family home for sale,999000,7,3.0,3036.0,784 Elton Ave,"Bronx, NY 10451","784 Elton AveBronx, NY 10451",United States,New York,Bronx County,The Bronx,Elton Avenue,"784 Elton Ave, Bronx, NY 10451, USA",40.8214661,-73.9132049
Brokered by TREBACH REALTY INC,House for sale,889000,3,2.0,2184.207862,6012 Delafield Ave,"Bronx, NY 10471","6012 Delafield AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Delafield Avenue,"6012 Delafield Ave, Bronx, NY 10471, USA",40.9086225,-73.9024315
Brokered by Joyce Realty,Co-op for sale,249000,2,1.0,800.0,12 Edgewater Park Unit B,"Bronx, NY 10465","12 Edgewater Park Unit BBronx, NY 10465",United States,New York,Bronx County,The Bronx,Edgewater Park,"12 Edgewater Park, Bronx, NY 10465, USA",40.8224877,-73.8109803
Brokered by Douglas Elliman - Garden City,House for sale,579000,4,2.0,2184.207862,1523 Bayview Ave,"Bronx, NY 10465","1523 Bayview AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Bayview Avenue,"1523 Bayview Ave, Bronx, NY 10465, USA",40.8454504,-73.81776
Brokered by Elite Real Estate Group 1 Llc,Multi-family home for sale,999000,4,3.0,2270.0,2415 Throop Ave,"Bronx, NY 10469","2415 Throop AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Throop Avenue,"2415 Throop Ave, Bronx, NY 10469, USA",40.8614806,-73.8513941
Brokered by Giner Real Estate Inc.,Multi-family home for sale,749000,4,2.0,1420.0,2119 Lurting Ave,"Bronx, NY 10461","2119 Lurting AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Lurting Avenue,"2119 Lurting Ave, Bronx, NY 10461, USA",40.8547724,-73.8583315
Brokered by Andrew Lichtenstein Inc,Multi-family home for sale,7200000,3,2.3738608579684373,48000.0,3650 Bronx Blvd,"Bronx, NY 10467","3650 Bronx BlvdBronx, NY 10467",United States,New York,Bronx County,The Bronx,Bronx Boulevard,"3650 Bronx Blvd, Bronx, NY 10467, USA",40.8814635,-73.8671293
Brokered by TREBACH REALTY INC,Co-op for sale,295000,1,1.0,2184.207862,3001 Henry Hudson Pkwy Apt 3I,"Bronx, NY 10463","3001 Henry Hudson Pkwy Apt 3IBronx, NY 10463",United States,New York,Bronx County,The Bronx,Henry Hudson Parkway,"3001 Henry Hudson Pkwy, Bronx, NY 10463, USA",40.883124,-73.9164633
Brokered by SIMPLON ENTERPRISES INC,House for sale,560000,3,2.0,2184.207862,815 Havemeyer Ave,"Bronx, NY 10473","815 Havemeyer AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,Havemeyer Avenue,"815 Havemeyer Ave, Bronx, NY 10473, USA",40.824234,-73.84638
Brokered by TREBACH REALTY INC,Co-op for sale,295000,1,1.0,2184.207862,3001 Henry Hudson Pkwy Apt 3I,"Bronx, NY 10463","3001 Henry Hudson Pkwy Apt 3IBronx, NY 10463",United States,New York,Bronx County,The Bronx,Henry Hudson Parkway,"3001 Henry Hudson Pkwy, Bronx, NY 10463, USA",40.883124,-73.9164633
Brokered by Cohen And Cohen Consulting,Condo for sale,469888,2,2.0,1164.0,152 Tier St Apt 211C,"Bronx, NY 10464","152 Tier St Apt 211CBronx, NY 10464",United States,New York,Bronx County,The Bronx,Tier Street,"152 Tier St, Bronx, NY 10464, USA",40.8480712,-73.7861809
Brokered by Elite Real Estate Group 1 Llc,House for sale,465000,2,2.0,988.0,659 Wilcox Ave,"Bronx, NY 10465","659 Wilcox AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Wilcox Avenue,"659 Wilcox Ave, Bronx, NY 10465, USA",40.8285177,-73.8155198
Brokered by BESMATCH REAL ESTATE,Multi-family home for sale,699000,3,2.3738608579684373,2034.0,2728 Hone Ave,"Bronx, NY 10469","2728 Hone AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Hone Avenue,"2728 Hone Ave, Bronx, NY 10469, USA",40.8665092,-73.8574012
Brokered by Keller Williams Realty Group,House for sale,575000,5,3.0,2076.0,627 E 236th St,"Bronx, NY 10466","627 E 236th StBronx, NY 10466",United States,New York,Bronx County,The Bronx,East 236th Street,"627 E 236th St, Bronx, NY 10466, USA",40.8965002,-73.8585406
Brokered by Exp Realty,House for sale,639000,3,2.0,1224.0,2919 Greene Pl,"Bronx, NY 10465","2919 Greene PlBronx, NY 10465",United States,New York,Bronx County,The Bronx,Greene Place,"2919 Greene Pl, Bronx, NY 10465, USA",40.832149,-73.8265941
Brokered by Exp Realty,Multi-family home for sale,674999,5,2.0,2600.0,1463 Longfellow Ave,"Bronx, NY 10460","1463 Longfellow AveBronx, NY 10460",United States,New York,Bronx County,The Bronx,Longfellow Avenue,"1463 Longfellow Ave, Bronx, NY 10460, USA",40.8315561,-73.8872273
Brokered by Keller Williams Realty NYC Grp,House for sale,1250000,6,3.0,2400.0,1316 Kearney Ave,"Bronx, NY 10465","1316 Kearney AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Kearney Avenue,"1316 Kearney Ave, Bronx, NY 10465, USA",40.8392843,-73.8243081
Brokered by EXIT REALTY FIRST CHOICE,Multi-family home for sale,1195000,11,6.0,2184.207862,2312 Beaumont Ave,"Bronx, NY 10458","2312 Beaumont AveBronx, NY 10458",United States,New York,Bronx County,The Bronx,Beaumont Avenue,"2312 Beaumont Ave, Bronx, NY 10458, USA",40.8526383,-73.8850533
Brokered by DEBTFREESOLUTIONS LLC,House for sale,529000,3,2.0,1650.0,401 Harding Park,"Bronx, NY 10473","401 Harding ParkBronx, NY 10473",United States,New York,Bronx County,The Bronx,Harding Park,"401 Harding Park, Bronx, NY 10473, USA",40.8061399,-73.8579944
Brokered by Han Tang Realty Inc.,Multi-family home for sale,869000,6,3.0,1526.0,1032 Rhinelander Ave,"Bronx, NY 10461","1032 Rhinelander AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Rhinelander Avenue,"1032 Rhinelander Ave, Bronx, NY 10461, USA",40.8505252,-73.856443
Brokered by Today Realty Corp.,House for sale,749000,3,2.0,1480.0,1238 Pinchot Pl,"Bronx, NY 10461","1238 Pinchot PlBronx, NY 10461",United States,New York,Bronx County,The Bronx,Pinchot Place,"1238 Pinchot Pl, Bronx, NY 10461, USA",40.8534458,-73.8484651
Brokered by Today Realty Corp.,House for sale,1200000,4,4.0,3300.0,2217 Gunther Ave,"Bronx, NY 10469","2217 Gunther AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Gunther Avenue,"2217 Gunther Ave, Bronx, NY 10469, USA",40.8580056,-73.8365535
Brokered by Today Realty Corp.,House for sale,1200000,4,4.0,3300.0,2217 Gunther Ave,"Bronx, NY 10469","2217 Gunther AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Gunther Avenue,"2217 Gunther Ave, Bronx, NY 10469, USA",40.8580056,-73.8365535
Brokered by CENTURY 21 Galvez,Multi-family home for sale,899999,5,3.0,1800.0,263 W 254th St,"Bronx, NY 10471","263 W 254th StBronx, NY 10471",United States,New York,Bronx County,The Bronx,West 254th Street,"263 W 254th St, Bronx, NY 10471, USA",40.9016185,-73.8999396
Brokered by CENTURY 21 Marciano,House for sale,1299000,3,4.0,4450.0,610 City Island Ave,"Bronx, NY 10464","610 City Island AveBronx, NY 10464",United States,New York,Bronx County,The Bronx,City Island Avenue,"610 City Island Ave, Bronx, NY 10464, USA",40.854862,-73.7906694
Brokered by Elite Real Estate Group 1 Llc,House for sale,995000,3,2.0,3080.0,1870 Haight Ave,"Bronx, NY 10461","1870 Haight AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Haight Avenue,"1870 Haight Ave, Bronx, NY 10461, USA",40.8513854,-73.854324
