BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Charles H. Greenthal Property,Co-op for sale,1399000,3,4.0,1993.0,269-10 Grand Central Pkwy Unit 21W,"Floral Park, NY 11005","269-10 Grand Central Pkwy Unit 21WFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,26910,"26910 Grand Central Pkwy Apt 21n, Queens, NY 11005, USA",40.7566899,-73.72075
Brokered by Douglas Elliman - Roslyn,Condo for sale,649000,3,2.0,1182.0,163-04 71st Ave Unit 122,"Fresh Meadows, NY 11365","163-04 71st Ave Unit 122Fresh Meadows, NY 11365",New York,Queens County,Queens,Fresh Meadows,163-4,"163-4 71st Ave #122, Fresh Meadows, NY 11365, USA",40.7302938,-73.8059248
Brokered by Charles H. Greenthal Property,Co-op for sale,449000,2,2.0,1549.0,26910 Grand Central Pkwy Apt 22L,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 22LFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,26910,"26910 Grand Central Pkwy #22l, Queens, NY 11005, USA",40.7577991,-73.7159564
Brokered by J Milo Real Estate,Condo for sale,198000,1,1.0,750.0,118-18 Union Tpke Unit 7D,"Queens, NY 11415","118-18 Union Tpke Unit 7DQueens, NY 11415",New York,Queens County,Queens,Kew Gardens,11818,"11818 Union Tpke Apt 7l, Kew Gardens, NY 11415, USA",40.7127599,-73.83433
Brokered by Queens Quality Management,Co-op for sale,358000,2,1.0,2184.207862,212-79 16 Ave Unit 183,"Bayside, NY 11360","212-79 16 Ave Unit 183Bayside, NY 11360",New York,Queens County,Queens,Bayside,212- 79,"212- 79 16th Ave #183, Bayside, NY 11360, USA",40.7855174,-73.7797613
Brokered by Laffey Real Estate,Co-op for sale,385000,1,2.0,900.0,1805 215th St Apt 4S,"Bayside, NY 11360","1805 215th St Apt 4SBayside, NY 11360",New York,Queens County,Queens,Bayside,1805,"1805 215th St Apt 4n, Bayside, NY 11360, USA",40.7839299,-73.77643
Brokered by COMPASS,Co-op for sale,399000,1,1.0,2184.207862,34-41 85th St Unit 3U,"Jackson Heights, NY 11372","34-41 85th St Unit 3UJackson Heights, NY 11372",New York,Queens County,Queens,Flushing,34-41,"34-41 85th St #3a, Flushing, NY 11372, USA",40.7531191,-73.8818757
Brokered by Daniel Gale Sotheby's International Realty,Co-op for sale,1088000,5,2.0,2184.207862,20 Continental Ave Unit 5EF,"Forest Hills, NY 11375","20 Continental Ave Unit 5EFForest Hills, NY 11375",New York,Queens County,Queens,Flushing,20,"20 Continental Ave #5f, Flushing, NY 11375, USA",40.7186003,-73.8453488
Brokered by NextHome Residential,Co-op for sale,265000,1,1.0,700.0,23-45 Bell Blvd Unit 5K,"Bayside, NY 11360","23-45 Bell Blvd Unit 5KBayside, NY 11360",New York,Queens County,Queens,Bayside,2345,"2345 Bell Blvd Apt 5f, Bayside, NY 11360, USA",40.7824499,-73.7765099
Brokered by Realty Connect USA LLC,Co-op for sale,349000,2,1.0,2184.207862,84-70 129 St N Unit 5U,"Kew Gardens, NY 11415","84-70 129 St N Unit 5UKew Gardens, NY 11415",New York,Queens County,Queens,Jamaica,84-70,"84-70 129th St #5u, Jamaica, NY 11415, USA",40.7050355,-73.8241699
Brokered by Platinum Properties of Long Island,Co-op for sale,329000,1,1.0,820.0,111-39 76th Rd Unit E6,"Forest Hills, NY 11375","111-39 76th Rd Unit E6Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,11139,"11139 76th Rd Apt E6, Forest Hills, NY 11375, USA",40.7157399,-73.83672
Brokered by Keller Williams Realty Liberty,Co-op for sale,439500,3,2.0,1400.0,83-80 118th St Unit 3O,"Kew Gardens, NY 11415","83-80 118th St Unit 3OKew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,83-80,"83-80 118th St #3a, Queens, NY 11415, USA",40.7047878,-73.8344551
Brokered by Prime Properties Long Island,Co-op for sale,299000,1,1.0,2184.207862,118-18 Union Tpke Unit 17G,"Kew Gardens, NY 11415","118-18 Union Tpke Unit 17GKew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,118-18,"118-18 Union Tpke #17g, Kew Gardens, NY 11415, USA",40.7123992,-73.8339305
Brokered by Crifasi Real Estate Inc,Co-op for sale,220000,1,1.0,590.0,82-35 134th St Unit 2D,"Briarwood, NY 11435","82-35 134th St Unit 2DBriarwood, NY 11435",New York,Queens County,Queens,Jamaica,82-35,"82-35 134th St #2d, Jamaica, NY 11435, USA",40.7130136,-73.8230375
Brokered by E Realty International Corp,Co-op for sale,198000,3,1.0,2184.207862,42-40 Bowne St Unit 6F,"Flushing, NY 11355","42-40 Bowne St Unit 6FFlushing, NY 11355",New York,Queens County,Queens,Flushing,42-40,"42-40 Bowne St #6f, Flushing, NY 11355, USA",40.756144,-73.8213672
Brokered by Rad Marketing Corp,Co-op for sale,199900,2,1.0,2184.207862,234-04 131 Ave Unit 2,"Rosedale, NY 11422","234-04 131 Ave Unit 2Rosedale, NY 11422",New York,Queens County,Queens,Rosedale,234-4,"234-4 131st Ave #2, Rosedale, NY 11422, USA",40.6779049,-73.733881
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,229000,1,1.0,2184.207862,33-05 92nd St Unit 1B,"Jackson Heights, NY 11372","33-05 92nd St Unit 1BJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,33-05,"33-05 92nd St #1b, Jackson Heights, NY 11372, USA",40.7562792,-73.8758052
Brokered by Voro Llc,Co-op for sale,328000,1,1.0,800.0,83-30 Vietor Ave Unit 414,"Elmhurst, NY 11373","83-30 Vietor Ave Unit 414Elmhurst, NY 11373",New York,Queens County,Queens,Flushing,8330,"8330 Vietor Ave Apartment 414, Flushing, NY 11373, USA",40.743059,-73.880983
Brokered by Sbny Re,Co-op for sale,199000,1,1.0,2184.207862,67-38 108 St Unit D5,"Forest Hills, NY 11375","67-38 108 St Unit D5Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,6738,"6738 108th St Apt D5, Forest Hills, NY 11375, USA",40.7282899,-73.8472
Brokered by EXP Realty,Co-op for sale,459000,2,1.0,950.0,142-05 Roosevelt Ave Unit 435,"Flushing, NY 11354","142-05 Roosevelt Ave Unit 435Flushing, NY 11354",New York,Queens County,Queens,Flushing,14205,"14205 Roosevelt Ave Apt 435, Flushing, NY 11354, USA",40.7607942,-73.8258766
Brokered by NY Home Ventures,Co-op for sale,202000,2,1.0,1453.0,18-70 211 St Unit 2A,"Bayside, NY 11360","18-70 211 St Unit 2ABayside, NY 11360",New York,Queens County,Queens,Bayside,18-70,"18-70 211th St #2a, Bayside, NY 11360, USA",40.7802813,-73.7818912
Brokered by EXP Realty,Co-op for sale,365000,2,1.0,2184.207862,83-40 Austin St Unit 3E,"Kew Gardens, NY 11415","83-40 Austin St Unit 3EKew Gardens, NY 11415",New York,Queens County,Queens,Jamaica,83-40,"83-40 Austin St #3e, Jamaica, NY 11415, USA",40.7083799,-73.8290102
NoBroker,Co-op for sale,235000,3,2.0,1400.0,143-50 Hoover Ave Unit 307,"Jamaica, NY 11435","143-50 Hoover Ave Unit 307Jamaica, NY 11435",New York,Queens County,Queens,Jamaica,14350,"14350 Hoover Ave Apt 307, Jamaica, NY 11435, USA",40.7142299,-73.8152
"Brokered by Century 21 Amiable Realty Group II, Inc.",Co-op for sale,295000,3,1.0,2184.207862,155-23 79th St Unit 2,"Howard Beach, NY 11414","155-23 79th St Unit 2Howard Beach, NY 11414",New York,Queens County,Queens,Howard Beach,155- 23,"155- 23 79th St #2, Howard Beach, NY 11414, USA",40.6633466,-73.8542803
Brokered by Keller Williams Realty Liberty,Co-op for sale,259500,2,1.0,2184.207862,123-35 82nd Rd Unit 5H,"Kew Gardens, NY 11415","123-35 82nd Rd Unit 5HKew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,123-35,"123-35 82nd Rd #5h, Kew Gardens, NY 11415, USA",40.7121373,-73.8277084
Brokered by Integrity Core Realty,Condo for sale,749000,2,2.0,1300.0,13-22 208th Pl Unit 1605,"Bayside, NY 11360","13-22 208th Pl Unit 1605Bayside, NY 11360",New York,Queens County,Queens,Bayside,1322,"1322 208th Pl #1605, Bayside, NY 11360, USA",40.7874921,-73.7858086
Brokered by All American Realty Management,Pending,184888,3,1.0,500.0,2902745 35 98th St Unit 15A,"Queens, NY 11374","2902745 35 98th St Unit 15AQueens, NY 11374",New York,Queens County,Queens,Rego Park,61-35,"61-35 98th St #15a, Rego Park, NY 11374, USA",40.7343409,-73.859014
Brokered by COMPASS,Co-op for sale,235000,3,1.0,2184.207862,133 Beach 120th St Apt 2E,"Queens, NY 11694","133 Beach 120th St Apt 2EQueens, NY 11694",New York,Queens County,Queens,Rockaway Park,133,"133 Beach 120th St #2e, Rockaway Park, NY 11694, USA",40.576751,-73.8398387
Brokered by GANG JASON A,Co-op for sale,270000,2,2.0,900.0,33-05 92nd St Unit 1C,"Jackson Heights, NY 11372","33-05 92nd St Unit 1CJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,33-05,"33-05 92nd St #1c, Jackson Heights, NY 11372, USA",40.7562792,-73.8758052
Brokered by Exit Alliance Realty,Co-op for sale,199000,2,1.0,2184.207862,8900 170th St Apt 7D,"Jamaica, NY 11432","8900 170th St Apt 7DJamaica, NY 11432",New York,Queens County,Queens,Jamaica,89-00,"89-00 170th St #7e, Jamaica, NY 11432, USA",40.7092156,-73.7912209
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Pending,309000,3,2.0,2184.207862,151-40 88 St Unit 5J,"Howard Beach, NY 11414","151-40 88 St Unit 5JHoward Beach, NY 11414",New York,Queens County,Queens,Howard Beach,151-40,"151-40 88th St #5j, Howard Beach, NY 11414, USA",40.6674344,-73.8479327
Brokered by B Square Realty,Condo for sale,699000,2,2.0,833.0,214-10 15 Ave Unit 4B,"Bayside, NY 11360","214-10 15 Ave Unit 4BBayside, NY 11360",New York,Queens County,Queens,Bayside,214- 10,"214- 10 15th Ave #4b, Bayside, NY 11360, USA",40.7873388,-73.7794685
Brokered by Apple Realty Group Corp,Co-op for sale,278500,2,1.0,2184.207862,65-38 Booth St Unit 6E,"Rego Park, NY 11374","65-38 Booth St Unit 6ERego Park, NY 11374",New York,Queens County,Queens,Rego Park,65-38,"65-38 Booth St #6e, Rego Park, NY 11374, USA",40.7267837,-73.8587799
Brokered by Re/Max Elite,Co-op for sale,369000,1,1.0,1470.0,12310 Ocean Promenade Apt 7H,"Rockaway Park, NY 11694","12310 Ocean Promenade Apt 7HRockaway Park, NY 11694",New York,Queens County,Queens,Rockaway Park,123-10,"123-10 Ocean Prom #7h, Rockaway Park, NY 11694, USA",40.5756358,-73.8423199
Brokered by O Kane Realty,Co-op for sale,549000,2,2.0,1200.0,69-10 108 St Unit 6O,"Forest Hills, NY 11375","69-10 108 St Unit 6OForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,69-10,"69-10 108th St #6c, Forest Hills, NY 11375, USA",40.724514,-73.8458441
Brokered by Winzone Realty Inc,Condo for sale,575000,2,2.0,2184.207862,81-15 Queens Blvd Unit 3C,"Elmhurst, NY 11373","81-15 Queens Blvd Unit 3CElmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,81-15,"81-15 Queens Blvd #3c, Elmhurst, NY 11373, USA",40.7373082,-73.878333
Brokered by Keller Williams Points North,Pending,659900,3,4.0,2184.207862,216-10 17th Ave Unit TH53,"Bayside, NY 11360","216-10 17th Ave Unit TH53Bayside, NY 11360",New York,Queens County,Queens,Bayside,216-10,"216-10 17th Ave th53, Bayside, NY 11360, USA",40.7855084,-73.7762312
Brokered by Sold By Bart R E Partners Inc,Condo for sale,550000,2,2.0,2184.207862,62-48 Mount Olivet Cres Unit 1B,"Middle Village, NY 11379","62-48 Mount Olivet Cres Unit 1BMiddle Village, NY 11379",New York,Queens County,Queens,Flushing,6248,"6248 Mt Olivet Crescent APT 1A, Flushing, NY 11379, USA",40.7135475,-73.895855
Brokered by Douglas Elliman - Bayside,Co-op for sale,325000,2,1.0,2184.207862,67-12 Yellowstone Blvd Unit B1,"Forest Hills, NY 11375","67-12 Yellowstone Blvd Unit B1Forest Hills, NY 11375",New York,Queens County,Queens,Flushing,67-12,"67-12 Yellowstone Blvd #1b, Flushing, NY 11375, USA",40.7280894,-73.8494828
Brokered by COMPASS,Condo for sale,799999,3,2.0,1200.0,1412 Bonnie Ln Apt 2,"Bayside, NY 11360","1412 Bonnie Ln Apt 2Bayside, NY 11360",New York,Queens County,Queens,Bayside,14-12,"14-12 Bonnie Ln #2, Bayside, NY 11360, USA",40.7859137,-73.7868778
Brokered by Realty Executives Today,Co-op for sale,259000,2,1.0,2184.207862,84-25 118 St Unit 1B,"Kew Gardens, NY 11418","84-25 118 St Unit 1BKew Gardens, NY 11418",New York,Queens County,Queens,Kew Gardens,8425,"8425 118th St Apt 1d, Kew Gardens, NY 11415, USA",40.7041499,-73.83371
Brokered by Sbny Re,Co-op for sale,425000,2,1.0,2184.207862,70-25 Yellowstone Blvd Unit 14X,"Forest Hills, NY 11375","70-25 Yellowstone Blvd Unit 14XForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,7025,"7025 Yellowstone Blvd Apt 14d, Forest Hills, NY 11375, USA",40.7226099,-73.8495
Brokered by Realty Executives Today,Co-op for sale,259000,2,1.0,2184.207862,84-25 118 St Unit 1B,"Kew Gardens, NY 11418","84-25 118 St Unit 1BKew Gardens, NY 11418",New York,Queens County,Queens,Kew Gardens,8425,"8425 118th St Apt 1d, Kew Gardens, NY 11415, USA",40.7041499,-73.83371
Brokered by Charles Rutenberg Realty Inc,Co-op for sale,419000,2,1.0,2184.207862,150-58 Jewel Ave Unit 75A,"Flushing, NY 11367","150-58 Jewel Ave Unit 75AFlushing, NY 11367",New York,Queens County,Queens,Flushing,15058,"15058 Jewel Ave # 75b, Flushing, NY 11367, USA",40.7312799,-73.8192399
Brokered by EBMG LLC,Co-op for sale,219000,2,1.0,2184.207862,8377 Woodhaven Blvd Apt 2B,"Woodhaven, NY 11421","8377 Woodhaven Blvd Apt 2BWoodhaven, NY 11421",New York,Queens County,Queens,Woodhaven,8377,"8377 Woodhaven Blvd Apt 2d, Woodhaven, NY 11421, USA",40.6999899,-73.8539
"Brokered by Century 21 Amiable Realty Group II, Inc.",Co-op for sale,239000,2,1.0,798.0,155-07 86th St Unit 102,"Howard Beach, NY 11414","155-07 86th St Unit 102Howard Beach, NY 11414",New York,Queens County,Queens,Howard Beach,15507,"15507 86th St # 102, Howard Beach, NY 11414, USA",40.6649999,-73.84857
Brokered by Keller Williams Rlty Landmark,Co-op for sale,369888,2,2.0,2184.207862,98-120 Queens Blvd Unit 6K,"Rego Park, NY 11374","98-120 Queens Blvd Unit 6KRego Park, NY 11374",New York,Queens County,Queens,Rego Park,120,"120 Queens Blvd #98, Rego Park, NY 11374, USA",40.726843,-73.85458
Brokered by RE MAX 1st Choice,Condo for sale,609000,2,2.0,2184.207862,132-03 Sanford Ave Unit 3H,"Flushing, NY 11355","132-03 Sanford Ave Unit 3HFlushing, NY 11355",New York,Queens County,Queens,Flushing,132-03,"132-03 Sanford Ave #3b, Flushing, NY 11355, USA",40.7550154,-73.8329807
Brokered by Douglas Elliman - Port Washington,Co-op for sale,299000,2,1.0,2184.207862,193-15 37 Ave Unit 177,"Flushing, NY 11358","193-15 37 Ave Unit 177Flushing, NY 11358",New York,Queens County,Queens,Flushing,19315,"19315 37th Ave # 177, Flushing, NY 11358, USA",40.7626299,-73.78916
Brokered by E Realty International Corp,Condo for sale,478900,1,1.0,554.0,65-18 Austin St Unit 2C,"Rego Park, NY 11374","65-18 Austin St Unit 2CRego Park, NY 11374",New York,Queens County,Queens,Rego Park,65-18,"65-18 Austin St #2c, Rego Park, NY 11374, USA",40.7259759,-73.8599803
Brokered by East Coast Realty Partners,Co-op for sale,220000,1,1.0,2184.207862,6565 Wetherole St Apt 4O,"Rego Park, NY 11374","6565 Wetherole St Apt 4ORego Park, NY 11374",New York,Queens County,Queens,Rego Park,65-65,"65-65 Wetherole St #4o, Rego Park, NY 11374, USA",40.725937,-73.8572908
Brokered by Charles H. Greenthal Property,Co-op for sale,489000,2,2.0,1549.0,26910 Grand Central Pkwy Apt 27G,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 27GFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,26910,"26910 Grand Central Pkwy #27g, Queens, NY 11005, USA",40.7577991,-73.7159564
Brokered by RE MAX Voyage,Co-op for sale,315000,1,1.0,850.0,35-31 85th St Unit 2M,"Jackson Heights, NY 11372","35-31 85th St Unit 2MJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,3531,"3531 85th St Apt 2m, Jackson Heights, NY 11372, USA",40.7520799,-73.88188
NoBroker,Co-op for sale,115000,3,1.0,2184.207862,87-15 165th St Unit 6C,"Jamaica, NY 11432","87-15 165th St Unit 6CJamaica, NY 11432",New York,Queens County,Queens,Jamaica,87-15,"87-15 165th St #6c, Jamaica, NY 11432, USA",40.7104509,-73.7982064
Brokered by Corcoran Park Slope,Condo for sale,699000,2,2.0,1766.0,124-11 Rockaway Beach Blvd # 1C,"Queens, NY 11694","124-11 Rockaway Beach Blvd # 1CQueens, NY 11694",New York,Queens County,Queens,Rockaway Park,124- 15,"124- 15 Rockaway Beach Blvd #1B, Rockaway Park, NY 11694, USA",40.5771307,-73.8443159
Brokered by Keystone Realty USA Corp,Condo for sale,410000,2,2.0,2184.207862,151-35 84th St Unit 3M,"Howard Beach, NY 11414","151-35 84th St Unit 3MHoward Beach, NY 11414",New York,Queens County,Queens,Howard Beach,151-35,"151-35 84th St #3m, Howard Beach, NY 11414, USA",40.6668174,-73.8499468
Brokered by Douglas Elliman - Bayside,Co-op for sale,259000,1,1.0,2184.207862,72-81 113 St Unit 6K,"Forest Hills, NY 11375","72-81 113 St Unit 6KForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,72-81,"72-81 113th St #6c, Forest Hills, NY 11375, USA",40.7199582,-73.8357232
Brokered by Douglas Elliman - Long Beach,Co-op for sale,1075000,4,2.0,1800.0,37-30 83rd St Unit 4EF,"Jackson Heights, NY 11372","37-30 83rd St Unit 4EFJackson Heights, NY 11372",New York,Queens County,Queens,Flushing,37-30,"37-30 83rd St #4e, Flushing, NY 11372, USA",40.7487647,-73.8834851
Brokered by Tscherne Realty Inc,Condo for sale,578000,2,2.0,900.0,57-15 69th Ln Unit 1,"Maspeth, NY 11378","57-15 69th Ln Unit 1Maspeth, NY 11378",New York,Queens County,Queens,Flushing,5715,"5715 69th Ln APT 1, Flushing, NY 11378, USA",40.7265287,-73.8933039
Brokered by Reony.Com Ltd,Condo for sale,329900,2,2.0,993.0,149-30 88 St Unit 4D,"Howard Beach, NY 11414","149-30 88 St Unit 4DHoward Beach, NY 11414",New York,Queens County,Queens,Howard Beach,149-30,"149-30 88th St #4d, Howard Beach, NY 11414, USA",40.6689793,-73.8476549
Brokered by Keller Williams Legendary,Co-op for sale,368000,2,2.0,2184.207862,18-05 215th St Unit 12H,"Bayside, NY 11360","18-05 215th St Unit 12HBayside, NY 11360",New York,Queens County,Queens,Bayside,18-05,"18-05 215th St #12h, Bayside, NY 11360, USA",40.784673,-73.775263
Brokered by Best Service Realty Corp.,Co-op for sale,365000,2,1.0,2184.207862,37-30 83rd St Unit 2H,"Jackson Heights, NY 11372","37-30 83rd St Unit 2HJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,3730,"3730 83rd St Apt 2h, Jackson Heights, NY 11372, USA",40.7493341,-73.8834178
Brokered by New York Residential R E,Co-op for sale,385000,2,1.0,800.0,160-34 Cross Island Pkwy Unit 6-202,"Whitestone, NY 11357","160-34 Cross Island Pkwy Unit 6-202Whitestone, NY 11357",New York,Queens County,Queens,Whitestone,16034,"16034 Cross Island Pkwy 6 202, Whitestone, NY 11357, USA",40.7865407,-73.8018825
Brokered by Keller Williams Realty Liberty,Co-op for sale,228500,1,1.0,750.0,123-35 82nd Rd Unit 7U,"Kew Gardens, NY 11415","123-35 82nd Rd Unit 7UKew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,12335,"12335 82nd Rd Apt 7h, Kew Gardens, NY 11415, USA",40.7115099,-73.82872
Brokered by Keller Williams Rlty Landmark,Co-op for sale,305000,2,1.0,2184.207862,164-11 Willets Point Blvd Unit 2,"Whitestone, NY 11357","164-11 Willets Point Blvd Unit 2Whitestone, NY 11357",New York,Queens County,Queens,Whitestone,164- 11,"164- 11 Willets Point Blvd #2, Whitestone, NY 11357, USA",40.783465,-73.7990603
Brokered by EXP Realty,Co-op for sale,335000,2,1.0,745.0,35-35 82nd St Unit 24,"Jackson Heights, NY 11372","35-35 82nd St Unit 24Jackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,3535,"3535 82nd St Apt 24, Jackson Heights, NY 11372, USA",40.7517899,-73.88467
Brokered by EXP Realty,Co-op for sale,335000,2,1.0,745.0,35-35 82nd St Unit 24,"Jackson Heights, NY 11372","35-35 82nd St Unit 24Jackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,3535,"3535 82nd St Apt 24, Jackson Heights, NY 11372, USA",40.7517899,-73.88467
Brokered by Corcoran East Side,Co-op for sale,887785,2,2.0,2184.207862,575 Main St Apt 1602,"New York, NY 10044","575 Main St Apt 1602New York, NY 10044",New York,Queens County,Queens,Flushing,57-5,"57-5 Main St #1602, Flushing, NY 11355, USA",40.7462427,-73.8259167
Brokered by Prince & Associates Realty Grp,Condo for sale,699900,1,1.0,2184.207862,11-25 47th Ave Unit 1,"Long Island City, NY 11101","11-25 47th Ave Unit 1Long Island City, NY 11101",New York,Queens County,Queens,Long Island City,1125,"1125 47th Ave APT 1, Long Island City, NY 11101, USA",40.745068,-73.949763
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,188000,3,1.0,2184.207862,6011 Broadway Apt L5,"Woodside, NY 11377","6011 Broadway Apt L5Woodside, NY 11377",New York,Queens County,Queens,Woodside,6011,"6011 Broadway Apt L5, Woodside, NY 11377, USA",40.7511899,-73.90201
Brokered by Asimina Perikleous,Condo for sale,705000,2,2.0,2184.207862,66-41 69th St Unit 1E,"Middle Village, NY 11379","66-41 69th St Unit 1EMiddle Village, NY 11379",New York,Queens County,Queens,Flushing,6641,"6641 69th St # P-1, Flushing, NY 11379, USA",40.7135957,-73.8863491
Brokered by Sold By Bart R E Partners Inc,Co-op for sale,389000,2,1.0,2184.207862,62-19 53rd Ave Unit 3P,"Maspeth, NY 11378","62-19 53rd Ave Unit 3PMaspeth, NY 11378",New York,Queens County,Queens,Maspeth,6219,"6219 53rd Ave Apt 3p, Maspeth, NY 11378, USA",40.7317199,-73.90176
Brokered by Century Homes Realty Group LLC,Condo for sale,929000,3,2.0,2184.207862,24010A Oak Park Dr Unit 23A,"Douglaston, NY 11362","24010A Oak Park Dr Unit 23ADouglaston, NY 11362",New York,Queens County,Queens,Douglaston,24010A,"24010A Oak Park Dr # 23a, Douglaston, NY 11362, USA",40.7459681,-73.7331069
Brokered by Magic Of Great Neck Realty Inc,Co-op for sale,629000,2,2.0,1600.0,27110 Grand Central Pkwy Apt 22N,"Floral Park, NY 11005","27110 Grand Central Pkwy Apt 22NFloral Park, NY 11005",New York,Queens County,Queens,Queens Village,27110,"27110 Grand Central Pkwy #22n, Queens Village, NY 11005, USA",40.7564761,-73.7212008
Brokered by NextHome Empire,Co-op for sale,315000,2,1.0,2184.207862,21-48 35th St Unit 5G,"Astoria, NY 11105","21-48 35th St Unit 5GAstoria, NY 11105",New York,Queens County,Queens,Astoria,21-48,"21-48 35th St #5b, Queens, NY 11105, USA",40.7758184,-73.907993
Brokered by E Realty International Corp,Condo for sale,698000,2,2.0,824.0,142-18 38th Ave Unit 7D,"Flushing, NY 11354","142-18 38th Ave Unit 7DFlushing, NY 11354",New York,Queens County,Queens,Flushing,142-18,"142-18 38th Ave #7d, Queens, NY 11354, USA",40.7616652,-73.826414
