BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Corcoran Park Slope,Pending,1695000,2,2.0,1572.0,633 Prospect Pl Apt 1,"Brooklyn, NY 11216","633 Prospect Pl Apt 1Brooklyn, NY 11216",New York,Kings County,Brooklyn,Crown Heights,633,"633 Prospect Pl #1, Brooklyn, NY 11216, USA",40.6750114,-73.9554645
Brokered by Corcoran Brooklyn Heights,Co-op for sale,410000,1,1.0,2184.207862,8701 Shore Rd Apt 435,"Brooklyn, NY 11209","8701 Shore Rd Apt 435Brooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,8701,"8701 Shore Rd Apt 435, Brooklyn, NY 11209, USA",40.6249201,-74.0404698
NoBroker,Co-op for sale,299000,3,1.0,2184.207862,2212 Brigham St Apt 3C,"Brooklyn, NY 11229","2212 Brigham St Apt 3CBrooklyn, NY 11229",New York,Kings County,Brooklyn,Sheepshead Bay,2212,"2212 Brigham St #3c, Brooklyn, NY 11229, USA",40.5987787,-73.9350489
Brokered by Brown Harris Stevens - 100 Seventh Avenue,Co-op for sale,185000,1,1.0,2184.207862,789 Macdonough St Apt 4G,"Brooklyn, NY 11233","789 Macdonough St Apt 4GBrooklyn, NY 11233",New York,Kings County,Brooklyn,Ocean Hill,789,"789 MacDonough St #4g, Brooklyn, NY 11233, USA",40.684563,-73.914482
"Brokered by AMERIHOMES REALTY OF NY, INC.",Co-op for sale,250000,2,1.0,950.0,2525 W 2nd St Apt 2E,"Brooklyn, NY 11223","2525 W 2nd St Apt 2EBrooklyn, NY 11223",New York,Kings County,Brooklyn,Gravesend,2525,"2525 W 2nd St #2e, Brooklyn, NY 11223, USA",40.5875717,-73.9712821
Brokered by Keller Williams NYC,Condo for sale,355000,1,1.0,514.0,961 Washington Ave Apt 1G,"Brooklyn, NY 11225","961 Washington Ave Apt 1GBrooklyn, NY 11225",New York,Kings County,Brooklyn,Crown Heights,961,"961 Washington Ave #1g, Brooklyn, NY 11225, USA",40.6660348,-73.9612418
Brokered by Corcoran SoHo,Pending,990000,2,2.0,960.0,253 Tompkins Ave Apt 4B,"Brooklyn, NY 11216","253 Tompkins Ave Apt 4BBrooklyn, NY 11216",New York,Kings County,Brooklyn,Bedford-Stuyvesant,253,"253 Tompkins Ave #4b, Brooklyn, NY 11216, USA",40.6900217,-73.945006
Brokered by RE MAX Edge,Pending,679000,3,2.0,1474.0,3719 Mermaid Ave Unit 2B,"Brooklyn, NY 11224","3719 Mermaid Ave Unit 2BBrooklyn, NY 11224",New York,Kings County,Brooklyn,Seagate,3719,"3719 Mermaid Ave #2b, Brooklyn, NY 11224, USA",40.574905,-74.0036857
Brokered by Stone Hill Real Estate,House for sale,850000,6,3.0,2280.0,62 15th St Unit 15TH,"Brooklyn, NY 11215","62 15th St Unit 15THBrooklyn, NY 11215",New York,Kings County,Brooklyn,Gowanus,62,"62 15th St #15th, Brooklyn, NY 11215, USA",40.6681319,-73.9948468
Brokered by Remax Edge - RE/MAX EDGE,Co-op for sale,825000,2,1.0,800.0,14 Prospect Park SW Apt 39,"Brooklyn, NY 11215","14 Prospect Park SW Apt 39Brooklyn, NY 11215",New York,Kings County,Brooklyn,Windsor Terrace,14,"14 Prospect Park Southwest Apartment 39, Brooklyn, NY 11215, USA",40.660279,-73.978949
Brokered by eXp Realty BKNY,Condo for sale,629000,3,2.0,1360.0,269 Bay 8th St Apt 2R,"Brooklyn, NY 11228","269 Bay 8th St Apt 2RBrooklyn, NY 11228",New York,Kings County,Brooklyn,Bath Beach,269,"269 Bay 8th St #2r, Brooklyn, NY 11228, USA",40.6063017,-74.0157592
Brokered by RE MAX Elite,Co-op for sale,675000,2,2.0,1200.0,9437 Shore Rd Unit 1A,"Brooklyn, NY 11209","9437 Shore Rd Unit 1ABrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9437,"9437 Shore Rd #1a, Brooklyn, NY 11209, USA",40.6168668,-74.0380928
Brokered by COMPASS,Condo for sale,720000,3,2.0,1046.0,782 Madison St Apt 1A,"Brooklyn, NY 11221","782 Madison St Apt 1ABrooklyn, NY 11221",New York,Kings County,Brooklyn,Bedford-Stuyvesant,782,"782 Madison St #1a, Brooklyn, NY 11221, USA",40.6873745,-73.9264057
Brokered by RE MAX Real Estate Professionals,Condo for sale,499999,3,1.0,701.0,2362 E 13th St Apt 2B,"Brooklyn, NY 11229","2362 E 13th St Apt 2BBrooklyn, NY 11229",New York,Kings County,Brooklyn,Homecrest,2362,"2362 E 13th St #2b, Brooklyn, NY 11229, USA",40.5925315,-73.9574046
Brokered by Homedax Real Estate Llc,Co-op for sale,350000,2,1.0,2184.207862,414 61st St Apt 4A,"Brooklyn, NY 11220","414 61st St Apt 4ABrooklyn, NY 11220",New York,Kings County,Brooklyn,Sunset Park,414,"414 61st St #4a, Brooklyn, NY 11220, USA",40.6397364,-74.0186847
Brokered by Homedax Real Estate Llc,Co-op for sale,350000,2,1.0,2184.207862,414 61st St Apt 4A,"Brooklyn, NY 11220","414 61st St Apt 4ABrooklyn, NY 11220",New York,Kings County,Brooklyn,Sunset Park,414,"414 61st St #4a, Brooklyn, NY 11220, USA",40.6397364,-74.0186847
Brokered by COMPASS,Townhouse for sale,4250000,3,4.0,3376.0,189 Prospect Pl Apt 1,"Brooklyn, NY 11238","189 Prospect Pl Apt 1Brooklyn, NY 11238",New York,Kings County,Brooklyn,Prospect Heights,189,"189 Prospect Pl #1, Brooklyn, NY 11238, USA",40.6781953,-73.9702616
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,2099000,3,2.0,1711.0,100 Jay St Apt 16A,"Brooklyn, NY 11201","100 Jay St Apt 16ABrooklyn, NY 11201",New York,Kings County,Brooklyn,Dumbo,100,"100 Jay St #16a, Brooklyn, NY 11201, USA",40.7019735,-73.9869044
Brokered by RE MAX City Square,Co-op for sale,575000,3,2.0,1480.0,3903 Nostrand Ave Apt 5P,"Brooklyn, NY 11235","3903 Nostrand Ave Apt 5PBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,3903,"3903 Nostrand Ave. #5p, Brooklyn, NY 11235, USA",40.5886056,-73.9394034
Brokered by Madison Estates Sotheby's International Realty,Co-op for sale,379000,2,2.0,1160.0,3215 Avenue H Apt 3P,"Brooklyn, NY 11210","3215 Avenue H Apt 3PBrooklyn, NY 11210",New York,Kings County,Brooklyn,Little Haiti,3215,"3215 Avenue H #3p, Brooklyn, NY 11210, USA",40.6320616,-73.9452586
Brokered by Douglas Elliman - 575 Madison Ave,Pending,1495000,1,1.0,814.0,9 Dekalb Ave Unit 55D,"Brooklyn, NY 11201","9 Dekalb Ave Unit 55DBrooklyn, NY 11201",New York,Kings County,Brooklyn,Downtown Brooklyn,9,"9 Dekalb Ave #55, Brooklyn, NY 11201, USA",40.6903851,-73.9825343
Brokered by Nyc Realty Brokers Llc,Co-op for sale,619000,2,2.0,1200.0,200 Corbin Pl Apt 5N,"Brooklyn, NY 11235","200 Corbin Pl Apt 5NBrooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,200,"200 Corbin Pl #5n, Brooklyn, NY 11235, USA",40.5768871,-73.9542132
Brokered by ROBERT DEFALCO REALTY INC,Co-op for sale,300000,3,1.0,1200.0,2741 E 28th St Apt 4D,"Brooklyn, NY 11235","2741 E 28th St Apt 4DBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,2741,"2741 E 28th St #4d, Brooklyn, NY 11235, USA",40.5862693,-73.9407123
Brokered by RE MAX Distinguished Homes & Properties,Co-op for sale,265000,2,1.0,1100.0,1750 E 14th St Apt L4,"Brooklyn, NY 11229","1750 E 14th St Apt L4Brooklyn, NY 11229",New York,Kings County,Brooklyn,Homecrest,1750,"1750 E 14th St Apt 4e, Brooklyn, NY 11229, USA",40.6068092,-73.9590334
"Brokered by Compass Greater New York, LLC",Co-op for sale,329000,1,1.0,750.0,302 96th St Apt 4L,"Brooklyn, NY 11209","302 96th St Apt 4LBrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,302,"302 96th St #4l, Brooklyn, NY 11209, USA",40.61593,-74.0335829
Brokered by Avenues - Headquarters,Condo for sale,275000,1,1.0,850.0,3202 Nostrand Ave Apt 6E,"Brooklyn, NY 11229","3202 Nostrand Ave Apt 6EBrooklyn, NY 11229",New York,Kings County,Brooklyn,Madison,3202,"3202 Nostrand Ave. #6e, Brooklyn, NY 11229, USA",40.6056272,-73.943238
Brokered by EXIT REALTY TOP PROPERTIES,Condo for sale,568000,2,1.0,550.0,1759 Bay Ridge Pkwy Unit 3E,"Brooklyn, NY 11204","1759 Bay Ridge Pkwy Unit 3EBrooklyn, NY 11204",New York,Kings County,Brooklyn,Bensonhurst,1759,"1759 Bay Ridge Pkwy #3e, Brooklyn, NY 11204, USA",40.6141211,-73.9966616
Brokered by EXIT REALTY TOP PROPERTIES,Condo for sale,568000,2,1.0,550.0,1759 Bay Ridge Pkwy Unit 3E,"Brooklyn, NY 11204","1759 Bay Ridge Pkwy Unit 3EBrooklyn, NY 11204",New York,Kings County,Brooklyn,Bensonhurst,1759,"1759 Bay Ridge Pkwy #3e, Brooklyn, NY 11204, USA",40.6141211,-73.9966616
Brokered by GOLDEN REAL CORP.,Co-op for sale,169000,1,1.0,680.0,2821 Kings Hwy Apt 1N,"Brooklyn, NY 11229","2821 Kings Hwy Apt 1NBrooklyn, NY 11229",New York,Kings County,Brooklyn,Midwood,2821,"2821 Kings Hwy Apt 1n, Brooklyn, NY 11229, USA",40.6150193,-73.9464928
Brokered by COMPASS,Condo for sale,2700000,3,3.0,1398.0,21 India St Apt 36F,"Brooklyn, NY 11222","21 India St Apt 36FBrooklyn, NY 11222",New York,Kings County,Brooklyn,Greenpoint,21,"21 India St Apt 36d, Brooklyn, NY 11222, USA",40.7320824,-73.9610327
Brokered by CENTURY 21 Homefront,Co-op for sale,255000,1,1.0,750.0,464 Neptune Ave Apt 4E,"Brooklyn, NY 11224","464 Neptune Ave Apt 4EBrooklyn, NY 11224",New York,Kings County,Brooklyn,Coney Island,464,"464 Neptune Ave #4e, Brooklyn, NY 11224, USA",40.5792324,-73.9713245
Brokered by Pride Estates,Pending,172800,1,1.0,750.0,2010 E 58th St Unit 120B,"Brooklyn, NY 11234","2010 E 58th St Unit 120BBrooklyn, NY 11234",New York,Kings County,Brooklyn,Mill Basin,2010,"2010 E 58th St # 120b, Brooklyn, NY 11234, USA",40.6149015,-73.9185548
Brokered by Corcoran Brooklyn Heights,Condo for sale,1300000,2,2.0,1100.0,529 Court St Apt 406,"Brooklyn, NY 11231","529 Court St Apt 406Brooklyn, NY 11231",New York,Kings County,Brooklyn,Carroll Gardens,529,"529 Court St APT 406, Brooklyn, NY 11231, USA",40.6746458,-73.9992831
Brokered by Tworealestate Llc,Co-op for sale,257000,3,1.0,450.0,40 Brighton 1st Rd Apt 11D,"Brooklyn, NY 11235","40 Brighton 1st Rd Apt 11DBrooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40,"40 Brighton 1st Rd #11d, Brooklyn, NY 11235, USA",40.5756277,-73.9667833
Brokered by Ilite Realty Inc,Condo for sale,789000,2,2.0,1230.0,40 Oceana Dr W Unit 1C,"Brooklyn, NY 11235","40 Oceana Dr W Unit 1CBrooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40,"40 Oceana Dr W #1c, Brooklyn, NY 11235, USA",40.577533,-73.958513
Brokered by Corcoran Brooklyn Heights,Pending,599999,2,2.0,2184.207862,2601 E 24th St Apt 3B,"Brooklyn, NY 11235","2601 E 24th St Apt 3BBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,2601,"2601 E 24th St #3b, Brooklyn, NY 11235, USA",40.5887895,-73.9452357
Brokered by Bright Horizons Realty Inc,Co-op for sale,315000,2,1.0,850.0,5640 Avenue T Unit 84F,"Brooklyn, NY 11234","5640 Avenue T Unit 84FBrooklyn, NY 11234",New York,Kings County,Brooklyn,Mill Basin,5640,"5640 Avenue T #84, Brooklyn, NY 11234, USA",40.6142504,-73.9196974
Brokered by Century 21 Realty First,Co-op for sale,659000,1,1.0,440.0,202 Baltic St Unit 1,"Brooklyn, NY 11201","202 Baltic St Unit 1Brooklyn, NY 11201",New York,Kings County,Brooklyn,Cobble Hill,202,"202 Baltic St # 1, Brooklyn, NY 11201, USA",40.6867525,-73.996485
Brokered by Keller Williams NYC,Co-op for sale,680000,1,1.0,2184.207862,299 Henry St Unit D1,"Brooklyn, NY 11201","299 Henry St Unit D1Brooklyn, NY 11201",New York,Kings County,Brooklyn,Brooklyn Heights,299,"299 Henry St d1, Brooklyn, NY 11201, USA",40.6915357,-73.9956516
Brokered by RE MAX Edge,Co-op for sale,258888,1,1.0,650.0,9031 Fort Hamilton Pkwy Apt 6C,"Brooklyn, NY 11209","9031 Fort Hamilton Pkwy Apt 6CBrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9031,"9031 Fort Hamilton Pkwy #6c, Brooklyn, NY 11209, USA",40.617279,-74.0267532
Brokered by Ashford Homes LLC,Condo for sale,599000,2,2.0,1095.0,2818 W 17th St Apt 1B,"Brooklyn, NY 11224","2818 W 17th St Apt 1BBrooklyn, NY 11224",New York,Kings County,Brooklyn,Coney Island,2818,"2818 W 17th St #1b, Brooklyn, NY 11224, USA",40.5784256,-73.9853674
Brokered by Eden7 Realty Inc,Co-op for sale,699999,3,2.0,2184.207862,1040 Carroll St Unit 6B,"Crown Heights, NY 11213","1040 Carroll St Unit 6BCrown Heights, NY 11213",New York,Kings County,Brooklyn,Crown Heights,1040,"1040 Carroll St Apartment 6e, Brooklyn, NY 11225, USA",40.6672186,-73.9566539
Brokered by Douglas Elliman - 664 Fulton,Co-op for sale,270000,1,1.0,2184.207862,2155 82nd St Apt 5O,"Brooklyn, NY 11214","2155 82nd St Apt 5OBrooklyn, NY 11214",New York,Kings County,Brooklyn,Bensonhurst,2155,"2155 82nd St #5o, Brooklyn, NY 11214, USA",40.6047809,-73.9920476
Brokered by Keller Williams NYC,Condo for sale,979000,3,2.0,1272.0,324 77th St Apt 2C,"Brooklyn, NY 11209","324 77th St Apt 2CBrooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,324,"324 77th St #2c, Brooklyn, NY 11209, USA",40.6295982,-74.0275565
Brokered by CENTURY 21 Homefront,Co-op for sale,245000,2,1.0,900.0,2260 Burnett St Apt 1F,"Brooklyn, NY 11229","2260 Burnett St Apt 1FBrooklyn, NY 11229",New York,Kings County,Brooklyn,Gerritsen Beach,2260,"2260 Burnett St #1f, Brooklyn, NY 11229, USA",40.6014996,-73.9324298
