BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,1650000,2,2.0,1065.0,200 E 94th St Apt 414,"New York, NY 10128","200 E 94th St Apt 414New York, NY 10128",New York,New York County,New York,Manhattan,200,"200 E 94th St APT 414, New York, NY 10128, USA",40.7833546,-73.9499982
Brokered by Brown Harris Stevens - 1926 Broadway,Condo for sale,5750000,3,2.0,2223.0,250 E 21st St Unit 12B,"Manhattan, NY 10010","250 E 21st St Unit 12BManhattan, NY 10010",New York,New York County,New York,Manhattan,250,"250 E 21st St #12b, New York, NY 10010, USA",40.736608,-73.9822819
Brokered by Engel & Volkers Brownstone Brooklyn,Condo for sale,215000,1,1.0,625.0,195 Prince St Unit 1LL,"New York, NY 10012","195 Prince St Unit 1LLNew York, NY 10012",New York,New York County,New York,Manhattan,195,"195 Prince St #1r, New York, NY 10012, USA",40.7267732,-74.002538
Brokered by Avenues - Headquarters,Condo for sale,325000,2,1.0,979.0,122 E 102nd St Apt 5B,"New York, NY 10029","122 E 102nd St Apt 5BNew York, NY 10029",New York,New York County,New York,Manhattan,122,"122 E 102nd St #5b, New York, NY 10029, USA",40.7897507,-73.9487257
Brokered by Corcoran Chelsea/Flatiron,Pending,299999,3,1.0,2184.207862,215 W 75th St Apt 4D,"New York, NY 10023","215 W 75th St Apt 4DNew York, NY 10023",New York,New York County,New York,Manhattan,215,"215 W 75th St #4d, New York, NY 10023, USA",40.7810583,-73.9808407
Brokered by COMPASS,Condo for sale,499000,1,1.0,630.0,157 E 72nd St Apt 8I,"Manhattan, NY 10021","157 E 72nd St Apt 8IManhattan, NY 10021",New York,New York County,New York,Manhattan,157,"157 E 72nd St #8i, New York, NY 10021, USA",40.7702318,-73.9610161
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,500000,4,3.0,1794.0,251 W 89th St Apt 6E,"New York, NY 10024","251 W 89th St Apt 6ENew York, NY 10024",New York,New York County,New York,Manhattan,251,"251 W 89th St #6e, New York, NY 10024, USA",40.7905714,-73.9753392
Brokered by Corcoran East Side,Co-op for sale,550000,1,1.0,2184.207862,609 Columbus Ave Apt 10I,"New York, NY 10024","609 Columbus Ave Apt 10INew York, NY 10024",New York,New York County,New York,Manhattan,609,"609 Columbus Ave #10j, New York, NY 10024, USA",40.7887084,-73.9700091
Brokered by All American Realty Management,For sale,65000,3,1.0,230.0,1287266 45 Madison St Unit 1,"Manhattan, NY 10038","1287266 45 Madison St Unit 1Manhattan, NY 10038",New York,New York County,New York,Manhattan,45,"45 Madison St #1, New York, NY 10038, USA",40.7120703,-73.9983258
Brokered by COMPASS,Co-op for sale,2375000,1,2.0,2184.207862,10 Bleecker St Apt 5D,"Manhattan, NY 10012","10 Bleecker St Apt 5DManhattan, NY 10012",New York,New York County,New York,Manhattan,10,"10 Bleecker St #5b, New York, NY 10012, USA",40.7252187,-73.9929764
Brokered by COMPASS,Condo for sale,2250000,1,1.0,2184.207862,302 W 12th St Apt 7F,"Manhattan, NY 10014","302 W 12th St Apt 7FManhattan, NY 10014",New York,New York County,New York,Manhattan,302,"302 W 12th St APT 7A, New York, NY 10014, USA",40.737308,-74.0046666
Brokered by COMPASS,Co-op for sale,695000,2,2.0,2184.207862,575 Park Ave Unit 1101,"Manhattan, NY 10065","575 Park Ave Unit 1101Manhattan, NY 10065",New York,New York County,New York,Manhattan,575,"575 Park Ave # 1101, New York, NY 10065, USA",40.7651716,-73.9678719
Brokered by Byson Real Estate Company - Byson Real Estate Company,Co-op for sale,1525000,2,2.0,2184.207862,67 Riverside Dr Apt 1C,"New York, NY 10024","67 Riverside Dr Apt 1CNew York, NY 10024",New York,New York County,New York,Manhattan,67,"67 Riverside Dr #1c, New York, NY 10024, USA",40.784623,-73.9826586
Brokered by COMPASS,Co-op for sale,695000,2,2.0,2184.207862,575 Park Ave Unit 1101,"Manhattan, NY 10065","575 Park Ave Unit 1101Manhattan, NY 10065",New York,New York County,New York,Manhattan,575,"575 Park Ave # 1101, New York, NY 10065, USA",40.7651716,-73.9678719
Brokered by COMPASS,Co-op for sale,975000,3,1.0,2184.207862,360 W 22nd St Apt 9J,"Manhattan, NY 10011","360 W 22nd St Apt 9JManhattan, NY 10011",New York,New York County,New York,Manhattan,360,"360 W 22nd St #9j, New York, NY 10011, USA",40.7455051,-74.0016003
Brokered by Staten Island Premiere Properties,House for sale,829888,4,2.3738608579684373,1800.0,70 Savo Loop,"Staten Island, NY 10309","70 Savo LoopStaten Island, NY 10309",10309,United States,New York,Richmond County,Savo Loop,"70 Savo Loop, Staten Island, NY 10309, USA",40.521278,-74.2230351
Brokered by COMPASS,Co-op for sale,999995,3,2.0,1750.0,205 E 63rd St Unit 11EF,"Manhattan, NY 10065","205 E 63rd St Unit 11EFManhattan, NY 10065",New York,New York County,New York,Manhattan,205,"205 E 63rd St #11e, New York, NY 10065, USA",40.7640501,-73.964336
Brokered by Corcoran East Side,Co-op for sale,1495000,2,2.0,1350.0,200 E 74th St Apt 6B,"New York, NY 10021","200 E 74th St Apt 6BNew York, NY 10021",New York,New York County,New York,Manhattan,200,"200 E 74th St #6b, New York, NY 10021, USA",40.7708195,-73.9595235
Brokered by Corcoran Park Avenue South,Co-op for sale,925000,1,1.0,1000.0,235 E 73rd St # 4B,"New York, NY 10021","235 E 73rd St # 4BNew York, NY 10021",New York,New York County,New York,Manhattan,235,"235 E 73rd St #4b, New York, NY 10021, USA",40.7699425,-73.9583558
Brokered by AI Realty Brokerage LLC,Condo for sale,2000000,4,4.0,3000.0,444 E 57th St Apt 2D,"New York, NY 10022","444 E 57th St Apt 2DNew York, NY 10022",New York,New York County,New York,Manhattan,444,"444 E 57th St #2d, New York, NY 10022, USA",40.7573479,-73.9614914
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,800000,2,2.0,1257.0,309 E 108th St Apt 5F,"New York, NY 10029","309 E 108th St Apt 5FNew York, NY 10029",New York,New York County,New York,Manhattan,309,"309 E 108th St #5f, New York, NY 10029, USA",40.7917785,-73.9406204
Brokered by Oxford Property Group,Co-op for sale,425000,3,1.0,2184.207862,504 W 135th St Apt 1B,"New York, NY 10031","504 W 135th St Apt 1BNew York, NY 10031",New York,New York County,New York,Manhattan,504,"504 W 135th St #1b, New York, NY 10031, USA",40.8189893,-73.953108
Brokered by Corcoran West Side Gallery,Condo for sale,1995000,3,2.0,1546.0,272 W 107th St Apt 8D,"New York, NY 10025","272 W 107th St Apt 8DNew York, NY 10025",New York,New York County,New York,Manhattan,272,"272 W 107th St #8d, New York, NY 10025, USA",40.8018548,-73.9672877
Brokered by COMPASS,Co-op for sale,230000,1,1.0,620.0,255 W 108th St Apt 1F,"Manhattan, NY 10025","255 W 108th St Apt 1FManhattan, NY 10025",New York,New York County,New York,Manhattan,255,"255 W 108th St #1b, New York, NY 10025, USA",40.8028416,-73.9670229
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,1495000,1,2.0,2184.207862,48 Gramercy Park N Apt 1B,"Manhattan, NY 10010","48 Gramercy Park N Apt 1BManhattan, NY 10010",New York,New York County,New York,Manhattan,48,"48 Gramercy Park N #1b, New York, NY 10010, USA",40.7382884,-73.9851838
Brokered by Corcoran West Side,Co-op for sale,475000,1,1.0,615.0,520 E 90th St Apt 1L,"New York, NY 10128","520 E 90th St Apt 1LNew York, NY 10128",New York,New York County,New York,Manhattan,520,"520 E 90th St #1b, New York, NY 10128, USA",40.7779975,-73.9445342
Brokered by Corcoran Park Avenue South,Condo for sale,1100000,1,2.0,890.0,247 W 46th St Apt 1506,"New York, NY 10036","247 W 46th St Apt 1506New York, NY 10036",New York,New York County,New York,Manhattan,247,"247 W 46th St APT 1506, New York, NY 10036, USA",40.7598542,-73.9874427
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,6500000,2,2.0,2184.207862,995 Fifth Ave Apt 11N,"New York, NY 10028","995 Fifth Ave Apt 11NNew York, NY 10028",New York,New York County,New York,Manhattan,995,"995 5th Ave #11b, New York, NY 10028, USA",40.778004,-73.962547
Brokered by HOULIHAN LAWRENCE - LaGrangeville,Co-op for sale,560000,3,1.0,550.0,165 W End Ave Apt 16C,"New York, NY 10023","165 W End Ave Apt 16CNew York, NY 10023",New York,New York County,New York,Manhattan,165,"165 West End Ave #16c, New York, NY 10023, USA",40.777244,-73.9868738
Brokered by Corcoran Park Avenue South,Condo for sale,1100000,1,2.0,890.0,247 W 46th St Apt 1506,"New York, NY 10036","247 W 46th St Apt 1506New York, NY 10036",New York,New York County,New York,Manhattan,247,"247 W 46th St APT 1506, New York, NY 10036, USA",40.7598542,-73.9874427
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,815000,3,1.0,2184.207862,310 E 46th St Apt 6S,"New York, NY 10017","310 E 46th St Apt 6SNew York, NY 10017",New York,New York County,New York,Manhattan,310,"310 E 46th St #6d, New York, NY 10017, USA",40.751918,-73.9698335
Brokered by Signature Premier Properties,Condo for sale,1025000,1,1.0,800.0,460 E 79th St Apt 9F,"New York, NY 10075","460 E 79th St Apt 9FNew York, NY 10075",New York,New York County,New York,Manhattan,460,"460 E 79th St #9f, New York, NY 10075, USA",40.7712538,-73.950858
Brokered by COMPASS,Condo for sale,1375000,1,2.0,920.0,188 E 64th St Apt 802,"Manhattan, NY 10065","188 E 64th St Apt 802Manhattan, NY 10065",New York,New York County,New York,Manhattan,188,"188 E 64th St APT 802, New York, NY 10065, USA",40.7645034,-73.9648503
Brokered by Keller Williams NYC,Condo for sale,875000,3,2.0,1437.0,105 Bennett Ave Apt 21A,"New York, NY 10033","105 Bennett Ave Apt 21ANew York, NY 10033",New York,New York County,New York,Manhattan,105,"105 Bennett Ave #21a, New York, NY 10033, USA",40.8539526,-73.9345678
"Brokered by CLAS - Classic Marketing, LLC",Co-op for sale,1465000,3,3.0,2184.207862,215 E 73rd St Unit 4A,"New York, NY 10021","215 E 73rd St Unit 4ANew York, NY 10021",New York,New York County,New York,Manhattan,215,"215 E 73rd St #4a, New York, NY 10021, USA",40.7701914,-73.9590118
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,899000,3,1.0,1100.0,529 W 42nd St Apt 2G,"New York, NY 10036","529 W 42nd St Apt 2GNew York, NY 10036",New York,New York County,New York,Manhattan,529,"529 W 42nd St #2g, New York, NY 10036, USA",40.7604194,-73.9968086
Brokered by COMPASS,Condo for sale,1100000,1,1.0,726.0,88 Greenwich St Apt 2307,"Manhattan, NY 10006","88 Greenwich St Apt 2307Manhattan, NY 10006",New York,New York County,New York,Manhattan,88,"88 Greenwich St APT 2307, New York, NY 10006, USA",40.7078844,-74.0140879
Brokered by Corcoran Chelsea/Flatiron,For sale,325000,2,1.0,2184.207862,12 W 107th St Apt 2B,"New York, NY 10025","12 W 107th St Apt 2BNew York, NY 10025",New York,New York County,New York,Manhattan,12,"12 W 107th St #2b, New York, NY 10025, USA",40.7989043,-73.9604812
Brokered by Coldwell Banker American Homes,Multi-family home for sale,599000,4,3.0,1176.0,3100 Richmond Ter,"Staten Island, NY 10303","3100 Richmond TerStaten Island, NY 10303",10303,United States,New York,Richmond County,Richmond Terrace,"3100 Richmond Terrace, Staten Island, NY 10303, USA",40.638069,-74.1627747
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,3950000,3,3.0,2184.207862,2 Sutton Pl S Apt 19F,"Manhattan, NY 10022","2 Sutton Pl S Apt 19FManhattan, NY 10022",New York,New York County,New York,Manhattan,2,"2 Sutton Pl s, New York, NY 10022, USA",40.7573949,-73.9606545
Brokered by Living NY - Main Office,For sale,3225,3,1.0,2184.207862,635 W 170th St Apt 2C,"New York, NY 10032","635 W 170th St Apt 2CNew York, NY 10032",New York,New York County,New York,Manhattan,635,"635 W 170th St #2c, New York, NY 10032, USA",40.8434062,-73.9407947
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,3649000,3,2.0,2184.207862,11 W 30th St Apt 11F,"New York, NY 10001","11 W 30th St Apt 11FNew York, NY 10001",New York,New York County,New York,Manhattan,11,"11 W 30th St #11f, New York, NY 10001, USA",40.7464683,-73.9872992
Brokered by Brown Harris Stevens,Condo for sale,850000,2,2.0,1005.0,340 Cabrini Blvd Apt 501,"Manhattan, NY 10040","340 Cabrini Blvd Apt 501Manhattan, NY 10040",New York,New York County,New York,Manhattan,340,"340 Cabrini Blvd APT 501, New York, NY 10040, USA",40.856444,-73.9377616
Brokered by Living NY - Main Office,For sale,2494,2,1.0,2184.207862,635 W 170th St Apt 4F,"New York, NY 10032","635 W 170th St Apt 4FNew York, NY 10032",New York,New York County,New York,Manhattan,635,"635 W 170th St #4f, New York, NY 10032, USA",40.8434062,-73.9407947
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,1100000,2,2.0,2184.207862,2235 Frederick Douglass Blvd Apt 7K,"New York, NY 10027","2235 Frederick Douglass Blvd Apt 7KNew York, NY 10027",New York,New York County,New York,Manhattan,2235,"2235 Frederick Douglass Blvd #7k, New York, NY 10027, USA",40.807426,-73.9535703
Brokered by Sotheby's International Realty - Downtown Manhattan,For sale,4000000,3,2.3738608579684373,2248.0,445 Lafayette St Apt 14A,"New York, NY 10003","445 Lafayette St Apt 14ANew York, NY 10003",New York,New York County,New York,Manhattan,445,"445 Lafayette St #14a, New York, NY 10003, USA",40.7295412,-73.9913066
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1200000,3,2.0,2184.207862,955 Lexington Ave Unit 5C,"New York, NY 10021","955 Lexington Ave Unit 5CNew York, NY 10021",New York,New York County,New York,Manhattan,955,"955 Lexington Ave #5c, New York, NY 10021, USA",40.7687538,-73.9631311
Brokered by CHRISTIE'S INT.REAL ESTATE GROUP,Co-op for sale,1300000,2,2.0,2184.207862,269 W 87th St Apt 6C,"New York, NY 10024","269 W 87th St Apt 6CNew York, NY 10024",New York,New York County,New York,Manhattan,269,"269 W 87th St #6c, New York, NY 10024, USA",40.7895034,-73.9769713
"Brokered by Nest Seekers International, Westside",For sale,799000,3,1.0,585.0,240 Riverside Blvd Apt 3P,"New York, NY 10069","240 Riverside Blvd Apt 3PNew York, NY 10069",New York,New York County,New York,Manhattan,240,"240 Riverside Blvd #3b, New York, NY 10023, USA",40.7804721,-73.9871434
Brokered by Steven Corcoran Real Estate LLC - Steven Corcoran Real Estate TudorCity.com,Co-op for sale,339000,3,1.0,250.0,314 E 41st St Apt 303B,"New York, NY 10017","314 E 41st St Apt 303BNew York, NY 10017",New York,New York County,New York,Manhattan,314,"314 E 41st St Apt 303b, New York, NY 10017, USA",40.7488879,-73.9723947
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1799995,2,2.0,2184.207862,207 E 74th St Unit 8M,"New York, NY 10021","207 E 74th St Unit 8MNew York, NY 10021",New York,New York County,New York,Manhattan,207,"207 E 74th St #8b, New York, NY 10021, USA",40.7708932,-73.9586258
"Brokered by Nest Seekers International, Internationa",For sale,5999000,3,3.0,3000.0,220 Riverside Blvd Apt 24G,"New York, NY 10069","220 Riverside Blvd Apt 24GNew York, NY 10069",New York,New York County,New York,Manhattan,220,"220 Riverside Blvd #24b, New York, NY 10069, USA",40.7798567,-73.9873973
Brokered by Extell Marketing Group LLC,Condo for sale,2265000,2,2.0,1123.0,252 South St Unit 26L,"New York, NY 10002","252 South St Unit 26LNew York, NY 10002",New York,New York County,New York,Manhattan,252,"252 South St #26, New York, NY 10002, USA",40.710456,-73.991235
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,1295000,3,4.0,2193.0,269 W 87th St Apt 7B,"New York, NY 10024","269 W 87th St Apt 7BNew York, NY 10024",New York,New York County,New York,Manhattan,269,"269 W 87th St #7b, New York, NY 10024, USA",40.7895034,-73.9769713
"Brokered by Island Advantage Rlty, Llc",Foreclosure,9999000,4,6.0,4531.0,960 Park Ave Units 3W & 4C,"New York, NY 10028","960 Park Ave Units 3W & 4CNew York, NY 10028",New York,New York County,New York,Manhattan,960,"960 Park Ave #3w, New York, NY 10028, USA",40.7779497,-73.959448
Brokered by Nella Management Llc,House for sale,300000,3,1.0,952.0,5423 Avenue M,"Brooklyn, NY 11234","5423 Avenue MBrooklyn, NY 11234",11234,United States,New York,Kings County,Avenue R,"5423 Avenue R, Brooklyn, NY 11234, USA",40.6162917,-73.929914
Brokered by Peter Ashe Real Estate- Peter Ashe Real Estate,For sale,975000,1,2.0,900.0,235 E 55th St Apt 45B,"New York, NY 10022","235 E 55th St Apt 45BNew York, NY 10022",New York,New York County,New York,Manhattan,231-235,"231-235 E 55th St # 45a, New York, NY 10022, USA",40.7585686,-73.9669708
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,1649000,2,2.0,2184.207862,165 W End Ave Apt 7N,"New York, NY 10023","165 W End Ave Apt 7NNew York, NY 10023",New York,New York County,New York,Manhattan,165,"165 West End Ave #7n, New York, NY 10023, USA",40.777244,-73.9868738
Brokered by Corcoran SoHo,Co-op for sale,149000,3,1.0,400.0,87 Saint Marks Pl Apt 4C,"New York, NY 10009","87 Saint Marks Pl Apt 4CNew York, NY 10009",New York,New York County,New York,Manhattan,87,"87 St Marks Pl #4c, New York, NY 10009, USA",40.7276196,-73.9848906
Brokered by Sovereign Realty Of Ny Inc,Land for sale,199000,3,2.3738608579684373,2184.207862,164th Dr,"Howard Beach, NY 11414","164th DrHoward Beach, NY 11414",11414,United States,New York,Queens County,Old Howard Beach,"164th Dr, Queens, NY 11414, USA",40.6511537,-73.8284146
Brokered by Douglas Elliman - 1995 Broadway,Condo for sale,7495000,4,4.0,2888.0,378 W End Ave Apt 4A,"New York, NY 10024","378 W End Ave Apt 4ANew York, NY 10024",New York,New York County,New York,Manhattan,378,"378 West End Ave #4a, New York, NY 10024, USA",40.7833319,-73.9815796
Brokered by Serhant,Condo for sale,2295000,2,2.0,1242.0,219 Hudson St Apt 4A,"New York, NY 10013","219 Hudson St Apt 4ANew York, NY 10013",New York,New York County,New York,Manhattan,219,"219 Hudson St #4a, New York, NY 10013, USA",40.7241501,-74.0080814
Brokered by Spire Group Inc.- Main Office,Condo for sale,399000,3,1.0,500.0,664 W 161st St Apt 1F,"New York, NY 10032","664 W 161st St Apt 1FNew York, NY 10032",New York,New York County,New York,Manhattan,664,"664 W 161st St #1f, New York, NY 10032, USA",40.8374911,-73.9456039
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,275000,3,1.0,2184.207862,419 E 87th St Apt 3A,"New York, NY 10128","419 E 87th St Apt 3ANew York, NY 10128",New York,New York County,New York,Manhattan,419,"419 E 87th St #3a, New York, NY 10128, USA",40.7772579,-73.9476695
Brokered by The Agency,Condo for sale,27750000,7,8.0,8139.0,551 W 21st St Unit 15AB,"New York, NY 10011","551 W 21st St Unit 15ABNew York, NY 10011",New York,New York County,New York,Manhattan,551,"551 W 21st St #15a, New York, NY 10011, USA",40.7474926,-74.0072666
Brokered by COMPASS,Condo for sale,10500000,3,3.0,2753.0,1 Wall St Apt 4101,"Manhattan, NY 10005","1 Wall St Apt 4101Manhattan, NY 10005",New York,New York County,New York,Manhattan,1,"1 Wall St #4101, New York, NY 10005, USA",40.7075029,-74.011653
Brokered by COMPASS,Co-op for sale,738000,3,2.0,2184.207862,303 E 57th St Apt 39A,"Manhattan, NY 10022","303 E 57th St Apt 39AManhattan, NY 10022",New York,New York County,New York,Manhattan,303,"303 E 57th St #39a, New York, NY 10022, USA",40.7595774,-73.964779
Brokered by LoHo Realty Inc,Condo for sale,388000,3,1.0,2184.207862,157 Broome St Apt 3E,"New York City, NY 10002","157 Broome St Apt 3ENew York City, NY 10002",New York,New York County,New York,Manhattan,157,"157 Broome St #3e, New York, NY 10002, USA",40.7162732,-73.9849864
Brokered by Corcoran East Side,Pending,1075000,2,2.0,955.0,313 W 118th St Apt 3D,"New York, NY 10026","313 W 118th St Apt 3DNew York, NY 10026",New York,New York County,New York,Manhattan,313,"313 W 118th St #3d, New York, NY 10026, USA",40.8061576,-73.9550949
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,775000,3,1.0,2184.207862,46 Commerce St # 5,"New York, NY 10014","46 Commerce St # 5New York, NY 10014",New York,New York County,New York,Manhattan,46,"46 Commerce St # 5, New York, NY 10014, USA",40.7313539,-74.0050572
Brokered by Brown Harris Stevens,Pending,1600000,2,2.0,1100.0,159 W 24th St Apt 5B,"Manhattan, NY 10011","159 W 24th St Apt 5BManhattan, NY 10011",New York,New York County,New York,Manhattan,159,"159 W 24th St #5b, New York, NY 10011, USA",40.7448219,-73.9944632
Brokered by Adcny Realty Corp,Co-op for sale,185000,2,1.0,600.0,526 W 158th St Apt 64,"New York, NY 10032","526 W 158th St Apt 64New York, NY 10032",New York,New York County,New York,Manhattan,526,"526 W 158th St #64, New York, NY 10032, USA",40.833945,-73.9432359
Brokered by BHHS New York Properties,Co-op for sale,875000,2,1.0,2184.207862,20 E 35th St Apt 3D,"New York, NY 10016","20 E 35th St Apt 3DNew York, NY 10016",New York,New York County,New York,Manhattan,20,"20 E 35th St #3d, New York, NY 10016, USA",40.748098,-73.9824791
Brokered by Corcoran Westside Columbus,House for sale,899000,2,1.0,1130.0,529 W 42nd St Apt 6L,"New York, NY 10036","529 W 42nd St Apt 6LNew York, NY 10036",New York,New York County,New York,Manhattan,529,"529 W 42nd St #6l, New York, NY 10036, USA",40.7604194,-73.9968086
Brokered by Corcoran,Condo for sale,470000,2,1.0,2184.207862,581 Academy St Apt 1G,"New York, NY 10034","581 Academy St Apt 1GNew York, NY 10034",New York,New York County,New York,Manhattan,581,"581 Academy St #1g, New York, NY 10034, USA",40.8640024,-73.9231918
Brokered by Corcoran East Side,Condo for sale,2000000,4,3.0,2000.0,411 E 53rd St # 4HJ,"New York, NY 10022","411 E 53rd St # 4HJNew York, NY 10022",New York,New York County,New York,Manhattan,411,"411 E 53rd St #4j, New York, NY 10022, USA",40.7557937,-73.9642805
"Brokered by Nest Seekers International, Midtown",Condo for sale,50000000,6,6.0,6569.0,100 Vandam St Apt 20A,"New York, NY 10013","100 Vandam St Apt 20ANew York, NY 10013",New York,New York County,New York,Manhattan,100,"100 Vandam St #20a, New York, NY 10013, USA",40.7266327,-74.0088321
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,500000,2,2.0,2184.207862,465 Park Ave Unit 34E,"New York, NY 10022","465 Park Ave Unit 34ENew York, NY 10022",New York,New York County,New York,Manhattan,465,"465 Park Ave Apt 34e, New York, NY 10022, USA",40.7616461,-73.9701294
Brokered by M Holmes Realty Corp.,Multi-family home for sale,499000,3,2.0,1445.0,32 Barker St,"Staten Island, NY 10310","32 Barker StStaten Island, NY 10310",10310,United States,New York,Richmond County,Barker Street,"32 Barker St, Staten Island, NY 10310, USA",40.6365321,-74.1218622
Brokered by City Connections Realty,Co-op for sale,785000,1,1.0,2184.207862,10 Park Ave Unit 10K,"New York, NY 10016","10 Park Ave Unit 10KNew York, NY 10016",New York,New York County,New York,Manhattan,10,"10 Park Ave #10c, New York, NY 10016, USA",40.7473555,-73.9813841
Brokered by Coldwell Banker Reliable Real Estate,Co-op for sale,750000,3,2.0,1750.0,870 Riverside Dr Apt 5D,"New York, NY 10032","870 Riverside Dr Apt 5DNew York, NY 10032",New York,New York County,New York,Manhattan,870,"870 Riverside Dr #5d, New York, NY 10032, USA",40.8368955,-73.9465033
Brokered by Corcoran SoHo,Co-op for sale,299000,3,1.0,640.0,410 E 57th St Apt 8B,"New York, NY 10022","410 E 57th St Apt 8BNew York, NY 10022",New York,New York County,New York,Manhattan,410,"410 E 57th St #8b, New York, NY 10022, USA",40.7578323,-73.9624557
Brokered by New Heights Realty,Co-op for sale,279000,3,1.0,550.0,57 Park Terrace Ter W Unit 3F,"New York, NY 10034","57 Park Terrace Ter W Unit 3FNew York, NY 10034",New York,New York County,New York,Manhattan,57,"57 Park Terrace W #3f, New York, NY 10034, USA",40.8712698,-73.9178529
Brokered by COMPASS,Co-op for sale,17900000,6,4.0,2184.207862,41 Central Park W Unit 11A,"Manhattan, NY 10023","41 Central Park W Unit 11AManhattan, NY 10023",New York,New York County,New York,Manhattan,41,"41 Central Park W #11a, New York, NY 10023, USA",40.7713789,-73.9798579
