BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Sowae Corp,Multi-family home for sale,250000,5,2.0,2184.207862,130-24 150th St,"Jamaica, NY 11436","130-24 150th StJamaica, NY 11436",United States,New York,Queens County,Queens,150th Street,"130-24 150th St, Jamaica, NY 11436, USA",40.66911,-73.789339
Brokered by Sowae Corp,Multi-family home for sale,346000,5,2.0,2184.207862,103-12 104th St,"Ozone Park, NY 11417","103-12 104th StOzone Park, NY 11417",United States,New York,Queens County,Queens,104th Street,"103-12 104th St, Jamaica, NY 11417, USA",40.6837891,-73.8381042
Brokered by Sowae Corp,Multi-family home for sale,346000,5,2.0,2184.207862,103-12 104th St,"Ozone Park, NY 11417","103-12 104th StOzone Park, NY 11417",United States,New York,Queens County,Queens,104th Street,"103-12 104th St, Jamaica, NY 11417, USA",40.6837891,-73.8381042
Brokered by Sowae Corp,House for sale,265000,3,1.0,2184.207862,135-38 224th St,"Springfield Gardens, NY 11413","135-38 224th StSpringfield Gardens, NY 11413",United States,New York,Queens County,Queens,224th Street,"135-38 224th St, Jamaica, NY 11413, USA",40.67538,-73.7472571
Brokered by Sowae Corp,Multi-family home for sale,309000,6,2.0,2184.207862,2918 Brookhaven Ave,"Far Rockaway, NY 11691","2918 Brookhaven AveFar Rockaway, NY 11691",United States,New York,Queens County,Queens,Brookhaven Avenue,"29-18 Brookhaven Ave, Far Rockaway, NY 11691, USA",40.5980695,-73.7632649
Brokered by Keller Williams Realty Liberty,House for sale,650000,3,2.0,1522.0,237-14 93rd Rd,"Bellerose, NY 11426","237-14 93rd RdBellerose, NY 11426",United States,New York,Queens County,Queens,93rd Road,"237-14 93rd Rd, Jamaica, NY 11426, USA",40.723245,-73.7293286
Brokered by Rock Realty Inc,Multi-family home for sale,1150000,12,6.0,5508.0,32-40 48 St,"Astoria, NY 11103","32-40 48 StAstoria, NY 11103",United States,New York,Queens County,Queens,48th Street,"32-40 48th St, Long Island City, NY 11103, USA",40.755049,-73.9136386
Brokered by Corcoran Park Slope,House for sale,1099000,4,2.0,2184.207862,204-34 9th Ave,"Queens, NY 11697","204-34 9th AveQueens, NY 11697",United States,New York,Queens County,Queens,9th Avenue,"204-34 9th Ave, Breezy Point, NY 11697, USA",40.5595612,-73.9147409
Brokered by Laffey Real Estate,House for sale,839000,4,2.0,2184.207862,158-35 87th St,"Howard Beach, NY 11414","158-35 87th StHoward Beach, NY 11414",United States,New York,Queens County,Queens,87th Street,"158-35 87th St, Jamaica, NY 11414, USA",40.6590909,-73.8451972
Brokered by CENTURY 21 PROFESSIONAL REALTY,House for sale,659000,8,3.0,2184.207862,148-05 111th Ave,"Jamaica, NY 11435","148-05 111th AveJamaica, NY 11435",United States,New York,Queens County,Queens,111th Avenue,"148-05 111th Ave, Jamaica, NY 11435, USA",40.688533,-73.796529
Brokered by CENTURY 21 PROFESSIONAL REALTY,House for sale,659000,8,3.0,2184.207862,148-05 111th Ave,"Jamaica, NY 11435","148-05 111th AveJamaica, NY 11435",United States,New York,Queens County,Queens,111th Avenue,"148-05 111th Ave, Jamaica, NY 11435, USA",40.688533,-73.796529
Brokered by Anthony Napolitano Homes,House for sale,399999,3,1.0,2184.207862,178 Beach 24th St,"Far Rockaway, NY 11691","178 Beach 24th StFar Rockaway, NY 11691",United States,New York,Queens County,Queens,Beach 24th Street,"178 Beach 24th St, Far Rockaway, NY 11691, USA",40.5950021,-73.7577376
Brokered by Epiphany Realty Llc,House for sale,650000,4,2.0,2244.0,115115 220th St,"Cambria Heights, NY 11411","115115 220th StCambria Heights, NY 11411",United States,New York,Queens County,Queens,220th Street,"115- 115 220th St, Cambria Heights, NY 11411, USA",40.6968706,-73.7390395
Brokered by Keller Williams City Views,House for sale,1175000,3,2.0,2250.0,251 Beach 140th St,"Rockaway Park, NY 11694","251 Beach 140th StRockaway Park, NY 11694",United States,New York,Queens County,Queens,B 140 Street,"251 B 140 St, Rockaway Park, NY 11694, USA",40.57372,-73.8577786
Brokered by Hauseit LLC,House for sale,995000,3,2.0,2184.207862,159-03 83rd St,"Howard Beach, NY 11414","159-03 83rd StHoward Beach, NY 11414",United States,New York,Queens County,Queens,83rd Street,"159-03 83rd St, Queens, NY 11414, USA",40.657686,-73.8489131
Brokered by Keller Williams Rlty Landmark,House for sale,2600000,5,4.0,3024.0,214-42 27th Ave,"Bayside, NY 11360","214-42 27th AveBayside, NY 11360",United States,New York,Queens County,Queens,27th Avenue,"214-42 27th Ave, Flushing, NY 11360, USA",40.7780417,-73.7739629
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House for sale,918888,3,2.0,2184.207862,30-36 88th St,"East Elmhurst, NY 11369","30-36 88th StEast Elmhurst, NY 11369",United States,New York,Queens County,Queens,88th Street,"30-36 88th St, Flushing, NY 11369, USA",40.760703,-73.880887
Brokered by Jamie & Connie Real Estate Grp,House for sale,1730000,6,2.3738608579684373,3024.0,45-12 244th St,"Little Neck, NY 11362","45-12 244th StLittle Neck, NY 11362",United States,New York,Queens County,Queens,244th Street,"45-12 244th St, Flushing, NY 11362, USA",40.765022,-73.7422005
Brokered by East Coast REALTORS Inc,House for sale,2500000,5,2.3738608579684373,1450.0,33-02 Parsons Blvd,"Flushing, NY 11354","33-02 Parsons BlvdFlushing, NY 11354",United States,New York,Queens County,Queens,Parsons Boulevard,"33-02 Parsons Blvd, Flushing, NY 11354, USA",40.7679673,-73.8246067
Brokered by LJ Realty Team Inc,Multi-family home for sale,949000,6,3.0,2184.207862,117-37 141st St,"Jamaica, NY 11436","117-37 141st StJamaica, NY 11436",United States,New York,Queens County,Queens,141st Street,"11737 141st St, Jamaica, NY 11436, USA",40.677393,-73.800094
Brokered by Keller Williams Rlty Landmark,House for sale,880000,3,2.0,1743.0,190-16 33rd Ave,"Flushing, NY 11358","190-16 33rd AveFlushing, NY 11358",United States,New York,Queens County,Queens,33rd Avenue,"190-16 33rd Ave, Flushing, NY 11358, USA",40.7668312,-73.7911175
Brokered by Real Broker NY LLC,House for sale,1449999,3,2.0,2184.207862,21-89 47th St,"Long Island City, NY 11105","21-89 47th StLong Island City, NY 11105",United States,New York,Queens County,Queens,47th Street,"21-89 47th St, Astoria, NY 11105, USA",40.7697773,-73.9014478
Brokered by EXP Realty,House for sale,2499000,5,2.3738608579684373,4100.0,152 Whitson St,"Forest Hills, NY 11375","152 Whitson StForest Hills, NY 11375",United States,New York,Queens County,Queens,Whitson Street,"152 Whitson St, Forest Hills, NY 11375, USA",40.7107701,-73.8406935
Brokered by Winzone Realty Inc,Co-op for sale,425000,3,2.0,1405.0,58-03 Calloway St Unit 2P2,"Corona, NY 11368","58-03 Calloway St Unit 2P2Corona, NY 11368",United States,New York,Queens County,Queens,Calloway Street,"58-03 Calloway St, Corona, NY 11368, USA",40.7381853,-73.8581248
Brokered by Winzone Realty Inc,Co-op for sale,425000,3,2.0,1405.0,58-03 Calloway St Unit 2P2,"Corona, NY 11368","58-03 Calloway St Unit 2P2Corona, NY 11368",United States,New York,Queens County,Queens,Calloway Street,"58-03 Calloway St, Corona, NY 11368, USA",40.7381853,-73.8581248
Brokered by New York Realty Minimax,Multi-family home for sale,1188888,15,9.0,2184.207862,677 Grandview Ave,"Ridgewood, NY 11385","677 Grandview AveRidgewood, NY 11385",United States,New York,Queens County,Queens,Grandview Avenue,"677 Grandview Ave, Queens, NY 11385, USA",40.7075546,-73.9036964
Brokered by Skylux Realty,Multi-family home for sale,1388000,4,3.0,2184.207862,25-02 169th St,"Flushing, NY 11358","25-02 169th StFlushing, NY 11358",United States,New York,Queens County,Queens,169th Street,"25-02 169th St, Flushing, NY 11358, USA",40.774158,-73.7957477
Brokered by New York Realty Minimax,Multi-family home for sale,2198888,7,6.0,2184.207862,662 Seneca Ave,"Ridgewood, NY 11385","662 Seneca AveRidgewood, NY 11385",United States,New York,Queens County,Queens,Seneca Avenue,"662 Seneca Ave, Ridgewood, NY 11385, USA",40.7032697,-73.9088462
Brokered by Redfin Real Estate,Multi-family home for sale,669000,5,2.0,1893.0,418 Beach 37th St,"Far Rockaway, NY 11691","418 Beach 37th StFar Rockaway, NY 11691",United States,New York,Queens County,Queens,Beach 37th Street,"418 Beach 37th St, Far Rockaway, NY 11691, USA",40.5967151,-73.7696424
"Brokered by Century 21 Amiable Realty Group II, Inc.",Multi-family home for sale,1199000,6,5.0,2184.207862,151-42 82nd St,"Howard Beach, NY 11414","151-42 82nd StHoward Beach, NY 11414",United States,New York,Queens County,Queens,82nd Street,"151-42 82nd St, Jamaica, NY 11414, USA",40.6662035,-73.8525027
Brokered by New York Realty Minimax,Multi-family home for sale,1230000,4,3.0,2184.207862,74-06 64th Ln,"Ridgewood, NY 11385","74-06 64th LnRidgewood, NY 11385",United States,New York,Queens County,Queens,64th Lane,"74-06 64th Ln, Flushing, NY 11385, USA",40.700194,-73.8907488
Brokered by SkyLimit Realty Group,Multi-family home for sale,998000,5,3.0,1574.0,60-17 59th Ave,"Maspeth, NY 11378","60-17 59th AveMaspeth, NY 11378",United States,New York,Queens County,Queens,59th Avenue,"60-17 59th Ave, Flushing, NY 11378, USA",40.7190856,-73.9060914
Brokered by Sowae Corp,House for sale,285000,2,1.0,1380.0,102-15 215 St,"Queens Village, NY 11429","102-15 215 StQueens Village, NY 11429",United States,New York,Queens County,Queens,215th Street,"102-15 215th St, Jamaica, NY 11429, USA",40.7128326,-73.7435779
Brokered by Sowae Corp,House for sale,250000,3,2.3738608579684373,1224.0,164-31 99 St,"Howard Beach, NY 11414","164-31 99 StHoward Beach, NY 11414",United States,New York,Queens County,Queens,99th Street,"164-31 99th St, Howard Beach, NY 11414, USA",40.6505528,-73.8316736
Brokered by Douglas Elliman - Franklin Square,Pending,668000,3,2.0,1606.0,88-08 Gettysburg St,"Bellerose, NY 11426","88-08 Gettysburg StBellerose, NY 11426",United States,New York,Queens County,Queens,Gettysburg Street,"88-08 Gettysburg St, Jamaica, NY 11426, USA",40.7299787,-73.7310756
Brokered by True North Realty Luxury Homes,House for sale,879000,4,2.0,2184.207862,87-45 253rd St,"Bellerose, NY 11426","87-45 253rd StBellerose, NY 11426",United States,New York,Queens County,Queens,253rd Street,"87-45 253rd St, Jamaica, NY 11426, USA",40.7294367,-73.7125595
Brokered by New York Realty Minimax,Multi-family home for sale,869888,4,3.0,2184.207862,86-27 125th St,"Richmond Hill, NY 11418","86-27 125th StRichmond Hill, NY 11418",United States,New York,Queens County,Queens,125th Street,"86-27 125th St, Richmond Hill, NY 11418, USA",40.7019014,-73.8256776
Brokered by Keller Williams Rlty Landmark,House for sale,799888,3,2.0,2184.207862,62-24 65 St,"Middle Village, NY 11379","62-24 65 StMiddle Village, NY 11379",United States,New York,Queens County,Queens,65th Street,"62-24 65th St, Flushing, NY 11379, USA",40.7138975,-73.8970229
NoBroker,House for sale,499000,2,3.0,2184.207862,119-44 193rd St,"Saint Albans, NY 11412","119-44 193rd StSaint Albans, NY 11412",United States,New York,Queens County,Queens,193rd Street,"119-44 193rd St, Jamaica, NY 11412, USA",40.6886004,-73.7568067
Brokered by Douglas Elliman - Franklin Square,Co-op for sale,319000,3,1.0,960.0,58-42 251st St Unit 190,"Little Neck, NY 11362","58-42 251st St Unit 190Little Neck, NY 11362",United States,New York,Queens County,Queens,251st Street,"58- 42 251st St, Queens, NY 11362, USA",40.7598591,-73.7290086
Brokered by Keller Williams Rlty Landmark,Multi-family home for sale,950000,12,6.0,2184.207862,18-29 George St,"Ridgewood, NY 11385","18-29 George StRidgewood, NY 11385",United States,New York,Queens County,Queens,George Street,"18-29 George St, Flushing, NY 11385, USA",40.7000145,-73.9010076
Brokered by Carollo Real Estate Inc,Multi-family home for sale,1088888,4,2.0,2184.207862,15-03 201st St,"Bayside, NY 11360","15-03 201st StBayside, NY 11360",United States,New York,Queens County,Queens,201st Street,"15-03 201st St, Bayside, NY 11360, USA",40.7860789,-73.7928524
Brokered by Keller Williams Legendary,House for sale,635000,3,2.0,2184.207862,118-14 201st Pl,"Saint Albans, NY 11412","118-14 201st PlSaint Albans, NY 11412",United States,New York,Queens County,Queens,201 Place,"118-14 201 Pl, St. Albans, NY 11412, USA",40.6933533,-73.7503369
Brokered by Capri Jet Realty Corp,House for sale,1099000,5,2.0,1760.0,84-11 165th Ave,"Howard Beach, NY 11414","84-11 165th AveHoward Beach, NY 11414",United States,New York,Queens County,Queens,165th Avenue,"84-11 165th Ave, Jamaica, NY 11414, USA",40.6481943,-73.8452374
Brokered by Prestige Homes Ny Inc,Multi-family home for sale,1529999,6,5.0,2400.0,116-25 134th St,"South Ozone Park, NY 11420","116-25 134th StSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,134th Street,"116-25 134th St, Jamaica, NY 11420, USA",40.6780476,-73.8056181
"Brokered by Century 21 Amiable Realty Group II, Inc.",House for sale,2650000,6,6.0,2184.207862,87-07 158th Ave,"Howard Beach, NY 11414","87-07 158th AveHoward Beach, NY 11414",United States,New York,Queens County,Queens,158th Avenue,"87-07 158th Ave, Jamaica, NY 11414, USA",40.660323,-73.8455929
Brokered by Sowae Corp,House for sale,420000,3,1.0,2184.207862,90-07 107th Ave,"Ozone Park, NY 11417","90-07 107th AveOzone Park, NY 11417",United States,New York,Queens County,Queens,107th Avenue,"90-07 107th Ave, Queens, NY 11417, USA",40.6784764,-73.8476859
Brokered by Coldwell Banker American Homes,House for sale,549000,3,1.0,2184.207862,122-04 115th Ave,"South Ozone Park, NY 11420","122-04 115th AveSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,115th Avenue,"122-4 115th Ave, South Ozone Park, NY 11420, USA",40.6776809,-73.8166457
Brokered by E House Realty & Mgt. Inc.,Land for sale,999000,3,2.0,950.0,13617 Carlton Pl,"Flushing, NY 11354","13617 Carlton PlFlushing, NY 11354",United States,New York,Queens County,Queens,Carlton Place,"136-17 Carlton Pl, Flushing, NY 11354, USA",40.7644631,-73.8297531
Brokered by C&R Real Estate Group NY LLC,Land for sale,790000,3,2.3738608579684373,2184.207862,1815 College Point Blvd,"College Point, NY 11356","1815 College Point BlvdCollege Point, NY 11356",United States,New York,Queens County,Queens,College Point Boulevard,"1815 College Point Blvd, College Point, NY 11356, USA",40.7827104,-73.8457691
Brokered by Lions Guard Brokerage LLC,Land for sale,2999999,3,2.3738608579684373,2184.207862,153-10 89th Ave,"Jamaica, NY 11432","153-10 89th AveJamaica, NY 11432",United States,New York,Queens County,Queens,89th Avenue,"153-10 89th Ave, Jamaica, NY 11432, USA",40.7051444,-73.8030054
"Brokered by Landair Property Advisors, LLC",Land for sale,2200000,3,2.3738608579684373,2184.207862,75-43 113th St,"Forest Hills, NY 11375","75-43 113th StForest Hills, NY 11375",United States,New York,Queens County,Queens,113th Street,"75-43 113th St, Flushing, NY 11375, USA",40.7185125,-73.834819
Brokered by Modern Spaces Love Your Place,Land for sale,650000,3,2.3738608579684373,2184.207862,31-42 41st St,"Long Island City, NY 11103","31-42 41st StLong Island City, NY 11103",United States,New York,Queens County,Queens,41st Street,"31-42 41st St, Long Island City, NY 11103, USA",40.759972,-73.9173868
Brokered by BKNY TROY AVENUE REALTY CORP,House for sale,299000,5,2.0,2184.207862,219 Beach 44 St,"Far Rockaway, NY 11691","219 Beach 44 StFar Rockaway, NY 11691",United States,New York,Queens County,Queens,Beach 44th Street,"219 Beach 44th St, Far Rockaway, NY 11691, USA",40.593404,-73.775651
Brokered by Keller Williams NYC,Townhouse for sale,2850000,4,4.0,4080.0,30-53 35th St,"Queens, NY 11103","30-53 35th StQueens, NY 11103",United States,New York,Queens County,Queens,35th Street,"30-53 35th St, Long Island City, NY 11103, USA",40.7639241,-73.9190583
Brokered by Drop Key Realty LLC,House for sale,599000,4,2.0,1682.0,114-36 Sutter Ave,"South Ozone Park, NY 11420","114-36 Sutter AveSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,Sutter Avenue,"114-36 Sutter Ave, Jamaica, NY 11420, USA",40.6747343,-73.8239749
Brokered by Eden7 Realty Inc,House for sale,759999,4,2.0,2184.207862,91-18 173rd St,"Jamaica, NY 11432","91-18 173rd StJamaica, NY 11432",United States,New York,Queens County,Queens,173rd Street,"91-18 173rd St, Jamaica, NY 11432, USA",40.7083753,-73.787158
Brokered by Douglas Elliman - Bayside,House for sale,999500,3,2.0,1144.0,157-23 16th Rd,"Whitestone, NY 11357","157-23 16th RdWhitestone, NY 11357",United States,New York,Queens County,Queens,16th Road,"157-23 16th Rd, Flushing, NY 11357, USA",40.784332,-73.8045713
Brokered by RE/MAX Team,Multi-family home for sale,950000,6,2.0,2184.207862,31-15 102 St,"Corona, NY 11368","31-15 102 StCorona, NY 11368",United States,New York,Queens County,Queens,102nd Street,"31-15 102nd St, East Elmhurst, NY 11369, USA",40.7608129,-73.8669195
Brokered by Corcoran Westside Columbus,Townhouse for sale,11000000,5,2.3738608579684373,2184.207862,137 Beach 140th St,"Queens, NY 11694","137 Beach 140th StQueens, NY 11694",United States,New York,Queens County,Queens,B 140 Street,"137 B 140 St, Rockaway Park, NY 11694, USA",40.5704687,-73.8558742
Brokered by COMPASS,House for sale,1230250,3,2.0,1590.0,70-17 Nansen St,"Queens, NY 11375","70-17 Nansen StQueens, NY 11375",United States,New York,Queens County,Queens,Nansen Street,"70-17 Nansen St, Flushing, NY 11375, USA",40.7120962,-73.8518076
Brokered by RE MAX Elite,House for sale,575000,2,1.0,900.0,190 Beach 109th St,"Rockaway Park, NY 11694","190 Beach 109th StRockaway Park, NY 11694",United States,New York,Queens County,Queens,Beach 109th Street,"190 Beach 109th St, Rockaway Park, NY 11694, USA",40.5809134,-73.8302012
NoBroker,House for sale,875000,2,2.0,1214.0,244-89 61st Ave,"Little Neck, NY 11362","244-89 61st AveLittle Neck, NY 11362",United States,New York,Queens County,Queens,61st Avenue,"244-89 61st Ave, Flushing, NY 11362, USA",40.7565472,-73.7339718
Brokered by Real Broker NY LLC,Multi-family home for sale,1150000,5,3.0,2184.207862,162-14 97th St,"Howard Beach, NY 11414","162-14 97th StHoward Beach, NY 11414",United States,New York,Queens County,Queens,97th Street,"162-14 97th St, Howard Beach, NY 11414, USA",40.6542535,-73.8350556
Brokered by Douglas Elliman - Bayside,Multi-family home for sale,1295000,4,3.0,2440.0,16-38 157th St,"Whitestone, NY 11357","16-38 157th StWhitestone, NY 11357",United States,New York,Queens County,Queens,157th Street,"16-38 157th St, Flushing, NY 11357, USA",40.78403,-73.80579
Brokered by Daniel Gale Sotheby's International Realty,Townhouse for sale,1648000,3,4.0,1751.0,7 Middlemay Cir,"Queens, NY 11375","7 Middlemay CirQueens, NY 11375",United States,New York,Queens County,Queens,Middlemay Circle,"7 Middlemay Cir, Flushing, NY 11375, USA",40.7179519,-73.8427778
Brokered by Voro Llc,House for sale,1675000,4,5.0,2184.207862,85-33 Radnor St,"Jamaica, NY 11432","85-33 Radnor StJamaica, NY 11432",United States,New York,Queens County,Queens,Radnor Street,"85-33 Radnor St, Jamaica, NY 11432, USA",40.7169141,-73.7831551
Brokered by EXIT REALTY PREMIER,House for sale,950000,3,2.0,1748.0,66-23 Alderton St,"Rego Park, NY 11374","66-23 Alderton StRego Park, NY 11374",United States,New York,Queens County,Queens,Alderton Street,"66-23 Alderton St, Flushing, NY 11374, USA",40.7188985,-73.8587988
Brokered by EXP Realty - HAUPPAUGE,House for sale,625000,3,2.0,2184.207862,132-11 Centreville St,"Ozone Park, NY 11417","132-11 Centreville StOzone Park, NY 11417",United States,New York,Queens County,Queens,Centerville Street,"132-11 Centerville St, Ozone Park, NY 11417, USA",40.6765364,-73.8351774
Brokered by Nexthome All Island,House for sale,1300000,6,4.0,2112.0,222-44 41st Rd,"Bayside, NY 11361","222-44 41st RdBayside, NY 11361",United States,New York,Queens County,Queens,41st Road,"222-44 41st Rd, Flushing, NY 11361, USA",40.7645123,-73.7595302
Brokered by Trademarko Realty Inc,Multi-family home for sale,998000,5,3.0,1738.0,95-15 108th St,"Richmond Hill, NY 11419","95-15 108th StRichmond Hill, NY 11419",United States,New York,Queens County,Queens,108th Street,"95-15 108th St, South Richmond Hill, NY 11419, USA",40.6898026,-73.836542
Brokered by Akcess24homes Inc,Multi-family home for sale,849000,6,5.0,2184.207862,137-06 132nd Ave,"South Ozone Park, NY 11436","137-06 132nd AveSouth Ozone Park, NY 11436",United States,New York,Queens County,Queens,132nd Avenue,"137-06 132nd Ave, Jamaica, NY 11436, USA",40.669692,-73.8003434
Brokered by Coldwell Banker American Homes,House for sale,399999,2,1.0,2184.207862,320C Beach 101st St,"Rockaway Park, NY 11694","320C Beach 101st StRockaway Park, NY 11694",United States,New York,Queens County,Queens,Beach 101st Street,"320 Beach 101st St, Rockaway Park, NY 11694, USA",40.5853532,-73.8227113
Brokered by B Square Realty,House for sale,899000,4,2.3738608579684373,2184.207862,36-34 Clearview Expy,"Bayside, NY 11361","36-34 Clearview ExpyBayside, NY 11361",United States,New York,Queens County,Queens,Clearview Expressway,"36-34 Clearview Expy, Bayside, NY 11361, USA",40.7646585,-73.780903
Brokered by Keller Williams Realty Elite,House for sale,739000,3,1.0,1148.0,248-08 82nd Ave,"Bellerose, NY 11426","248-08 82nd AveBellerose, NY 11426",United States,New York,Queens County,Queens,82nd Avenue,"248-08 82nd Ave, Jamaica, NY 11426, USA",40.7386816,-73.7202723
Brokered by Baring Homes Corp,House for sale,789000,5,3.0,1273.0,223-30 107th Ave,"Queens Village, NY 11429","223-30 107th AveQueens Village, NY 11429",United States,New York,Queens County,Queens,107th Avenue,"223-30 107th Ave, Jamaica, NY 11429, USA",40.7084501,-73.7316272
Brokered by Douglas Elliman - East Setauket,Land for sale,285000,3,2.3738608579684373,2184.207862,12 Point Breeze Ave,"Far Rockaway, NY 11697","12 Point Breeze AveFar Rockaway, NY 11697",United States,New York,Queens County,Queens,Point Breeze Avenue,"12 Point Breeze Ave, Breezy Point, NY 11697, USA",40.5607533,-73.9207539
Brokered by Sell Your Home NY Inc,Multi-family home for sale,699000,3,3.0,2184.207862,114-48 127th St,"South Ozone Park, NY 11420","114-48 127th StSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,127th Street,"11448 127th St, Jamaica, NY 11420, USA",40.6793322,-73.8130504
Brokered by Landmark International R E Llc,House for sale,999000,4,2.0,2184.207862,65-07 181st St,"Fresh Meadows, NY 11365","65-07 181st StFresh Meadows, NY 11365",United States,New York,Queens County,Queens,181st Street,"65-07 181st St, Flushing, NY 11365, USA",40.7365353,-73.7913358
Brokered by COMPASS,House for sale,900000,4,4.0,2700.0,12-14 W 5th Rd,"Queens, NY 11693","12-14 W 5th RdQueens, NY 11693",United States,New York,Queens County,Queens,West 5th Road,"12 W 5th Rd, Broad Channel, NY 11693, USA",40.6110299,-73.8195062
Brokered by Keller Williams Rlty Landmark,Condo for sale,758000,3,2.0,1278.0,3-27 Endeavor Pl Unit C,"College Point, NY 11356","3-27 Endeavor Pl Unit CCollege Point, NY 11356",United States,New York,Queens County,Queens,Endeavor Place,"327 Endeavor Pl, College Point, NY 11356, USA",40.7928823,-73.8449212
Brokered by Julia Shildkret Real Estate,House for sale,2848000,6,2.3738608579684373,4443.0,85-16 Chevy Chase St,"Jamaica, NY 11432","85-16 Chevy Chase StJamaica, NY 11432",United States,New York,Queens County,Queens,Chevy Chase Street,"85-16 Chevy Chase St, Jamaica, NY 11432, USA",40.7202893,-73.7786927
Brokered by Tscherne Realty Inc,House for sale,1298000,3,2.0,2046.0,62-15 82nd Pl,"Middle Village, NY 11379","62-15 82nd PlMiddle Village, NY 11379",United States,New York,Queens County,Queens,82nd Place,"62-15 82nd Pl, Flushing, NY 11379, USA",40.7239521,-73.8747783
Brokered by Magic Of Great Neck Realty Inc,Co-op for sale,1095000,4,4.0,2500.0,27110 Grand Central Pkwy Ph F,"Floral Park, NY 11005","27110 Grand Central Pkwy Ph FFloral Park, NY 11005",United States,New York,Queens County,Queens,Grand Central Parkway,"27110 Grand Central Pkwy, Queens Village, NY 11005, USA",40.7564761,-73.7212008
Brokered by Keller Williams Realty Staten Island,House for sale,950000,3,2.0,1520.0,67-44 Kessel St,"Queens, NY 11375","67-44 Kessel StQueens, NY 11375",United States,New York,Queens County,Queens,Kessel Street,"67-44 Kessel St, Flushing, NY 11375, USA",40.7157274,-73.8563447
