BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
"Brokered by Bizzarro Agency, LLC",Co-op for sale,105000,3,1.0,656.0,2191 Bolton St Apt 5E,"Bronx, NY 10462","2191 Bolton St Apt 5EBronx, NY 10462",New York,Bronx County,The Bronx,East Bronx,2191,"2191 Bolton St #5e, Bronx, NY 10462, USA",40.8560699,-73.8688751
"Brokered by Robert E. Hill, Inc.",Co-op for sale,105509,1,1.0,650.0,60 Knolls Cres Apt 8F,"Bronx, NY 10463","60 Knolls Cres Apt 8FBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,60,"60 Knolls Crescent #8f, Bronx, NY 10463, USA",40.879078,-73.9175196
Brokered by Ooakb&F Inc,Co-op for sale,395995,2,1.0,1100.0,5601 Riverdale Ave Apt 2B,"Bronx, NY 10471","5601 Riverdale Ave Apt 2BBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,5601,"5601 Riverdale Ave #2b, Bronx, NY 10471, USA",40.9048823,-73.9051113
Brokered by Signature Premier Properties,Co-op for sale,275000,2,1.0,900.0,1910 Pelham Pkwy S Apt 2A,"Bronx, NY 10461","1910 Pelham Pkwy S Apt 2ABronx, NY 10461",New York,Bronx County,The Bronx,Pelham Bay,1910,"1910 Pelham Pkwy S #2a, Bronx, NY 10461, USA",40.8554764,-73.8287193
Brokered by Morris Park Realty Group,Co-op for sale,49500,3,2.3738608579684373,800.0,150 City Island Ave Unit E3,"Bronx, NY 10464","150 City Island Ave Unit E3Bronx, NY 10464",New York,Bronx County,The Bronx,City Island,150,"150 City Island Ave #3e, Bronx, NY 10464, USA",40.8432844,-73.7846028
Brokered by Llk Homes Realty Inc.,Co-op for sale,209000,1,1.0,1078.0,4410 Cayuga Ave Unit B3,"Bronx, NY 10471","4410 Cayuga Ave Unit B3Bronx, NY 10471",New York,Bronx County,The Bronx,Fieldston,4410,"4410 Cayuga Ave Bsmt B3, Bronx, NY 10471, USA",40.8915963,-73.8989828
Brokered by COMPASS,Co-op for sale,280000,3,2.0,1100.0,1506 Overing St Unit STR3,"Bronx, NY 10461","1506 Overing St Unit STR3Bronx, NY 10461",New York,Bronx County,The Bronx,Westchester Square,1506,"1506 Overing St str3, Bronx, NY 10461, USA",40.8409736,-73.8456248
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,375000,2,2.0,1200.0,3635 Johnson Ave Apt 3G,"Bronx, NY 10463","3635 Johnson Ave Apt 3GBronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,3635,"3635 Johnson Ave #3g, Bronx, NY 10463, USA",40.8876529,-73.909649
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,375000,2,2.0,1350.0,4601 Henry Hudson Pkwy W Apt A8,"Bronx, NY 10471","4601 Henry Hudson Pkwy W Apt A8Bronx, NY 10471",New York,Bronx County,The Bronx,Hudson Hill,4601,"4601 Henry Hudson Pkwy W a8, Bronx, NY 10471, USA",40.8938465,-73.9091368
Brokered by R Jaundoo Realty Llc,Co-op for sale,298000,3,2.0,1100.0,1425 Thieriot Ave Apt 6L,"Bronx, NY 10460","1425 Thieriot Ave Apt 6LBronx, NY 10460",New York,Bronx County,The Bronx,East Bronx,1425,"1425 Thieriot Ave #6l, Bronx, NY 10460, USA",40.8363242,-73.8654755
Brokered by Today Realty Corp.,Condo for sale,379000,1,2.0,704.0,190 Schofield St Apt 3I,"Bronx, NY 10464","190 Schofield St Apt 3IBronx, NY 10464",New York,Bronx County,The Bronx,City Island,190,"190 Schofield St #3i, Bronx, NY 10464, USA",40.845063,-73.783581
Brokered by RE/MAX Opulent,Co-op for sale,120000,2,1.0,600.0,2962 Decatur Ave Apt 1C,"Bronx, NY 10458","2962 Decatur Ave Apt 1CBronx, NY 10458",New York,Bronx County,The Bronx,West Bronx,2962,"2962 Decatur Ave #1c, Bronx, NY 10458, USA",40.8683656,-73.8832093
Brokered by ERA Insite Realty Services,Co-op for sale,229000,2,1.0,950.0,4315 Webster Ave Apt 3L,"Bronx, NY 10470","4315 Webster Ave Apt 3LBronx, NY 10470",New York,Bronx County,The Bronx,East Bronx,4315,"4315 Webster Ave #3l, Bronx, NY 10470, USA",40.8995193,-73.8623678
"Brokered by Robert E. Hill, Inc.",Co-op for sale,175849,2,1.0,850.0,60 Knolls Cres Apt 8M,"Bronx, NY 10463","60 Knolls Cres Apt 8MBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,60,"60 Knolls Crescent #8m, Bronx, NY 10463, USA",40.879078,-73.9175196
Brokered by TREBACH REALTY INC,Co-op for sale,1235000,3,2.0,2184.207862,2501 Palisade Ave Apt D2,"Bronx, NY 10463","2501 Palisade Ave Apt D2Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2501,"2501 Palisade Ave Apt D2, Bronx, NY 10463, USA",40.8799728,-73.9221419
"Brokered by Robert E. Hill, Inc.",Co-op for sale,220000,2,1.0,850.0,5620 Netherland Ave Apt 3G,"Bronx, NY 10471","5620 Netherland Ave Apt 3GBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,5620,"5620 Netherland Ave #3g, Bronx, NY 10471, USA",40.9049354,-73.9060897
Brokered by Lopez Realty Team Inc,Co-op for sale,119000,1,1.0,650.0,754 Brady Ave Apt 205,"Bronx, NY 10462","754 Brady Ave Apt 205Bronx, NY 10462",New York,Bronx County,The Bronx,East Bronx,754,"754 Brady Ave Apt 205, Bronx, NY 10462, USA",40.8522378,-73.8655788
Brokered by Re/Max In The City,Co-op for sale,309900,2,1.0,900.0,679 W 239th St Apt 5J,"Bronx, NY 10463","679 W 239th St Apt 5JBronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,679,"679 W 239th St #5j, Bronx, NY 10463, USA",40.8901764,-73.9146261
Brokered by Douglas Elliman - 3544 Johnson Ave,House for sale,1950000,5,4.0,4000.0,5501 Palisade Ave Lot 2,"Bronx, NY 10471","5501 Palisade Ave Lot 2Bronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,5501,"5501 Palisade Ave #2, Bronx, NY 10471, USA",40.9057349,-73.9111699
Brokered by Keller Williams City Views,Co-op for sale,109000,1,1.0,2184.207862,335 E 209th St Apt 4,"Bronx, NY 10467","335 E 209th St Apt 4Bronx, NY 10467",New York,Bronx County,The Bronx,Norwood,335,"335 E 209th St Apt 4, Bronx, NY 10467, USA",40.8768714,-73.8742644
Brokered by BHHS New York Properties,Co-op for sale,307000,2,1.0,960.0,629 Kappock St Apt 2P,"Bronx, NY 10463","629 Kappock St Apt 2PBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,629,"629 Kappock St #2p, Bronx, NY 10463, USA",40.8802558,-73.9168342
Brokered by Re/Max In The City,Condo for sale,374900,1,1.0,782.0,2287 Johnson Ave Apt 12B,"Bronx, NY 10463","2287 Johnson Ave Apt 12BBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2287,"2287 Johnson Ave #12b, Bronx, NY 10463, USA",40.8778771,-73.9188767
Brokered by TREBACH REALTY INC,Co-op for sale,480000,3,2.0,2184.207862,3901 Independence Ave Apt 2T,"Bronx, NY 10463","3901 Independence Ave Apt 2TBronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,3901,"3901 Independence Ave Apt 2n, Bronx, NY 10463, USA",40.8890266,-73.9131785
"Brokered by Robert E. Hill, Inc.",Co-op for sale,249000,1,1.0,850.0,601 Kappock St Apt 3N,"Bronx, NY 10463","601 Kappock St Apt 3NBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,601,"601 Kappock St #3n, Bronx, NY 10463, USA",40.8789773,-73.916004
Brokered by Ardebili Michael,Pending,599000,4,2.0,1348.0,1527 Gillespie Ave Unit 1A,"Bronx, NY 10461","1527 Gillespie Ave Unit 1ABronx, NY 10461",New York,Bronx County,The Bronx,Pelham Bay,1527,"1527 Gillespie Ave #1a, Bronx, NY 10461, USA",40.84296,-73.8312695
Brokered by Joyce Realty,Co-op for sale,659000,3,2.0,1300.0,3 Edgewater Park Unit 3A,"Bronx, NY 10465","3 Edgewater Park Unit 3ABronx, NY 10465",New York,Bronx County,The Bronx,East Bronx,3,"3 Edgewater Park #3a, Bronx, NY 10465, USA",40.8224429,-73.8109606
Brokered by Brown Harris Stevens- 3531 Johnson Avenue,Co-op for sale,605000,3,2.0,1500.0,2575 Palisade Ave Apt 1L,"Bronx, NY 10463","2575 Palisade Ave Apt 1LBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2575,"2575 Palisade Ave #1l, Bronx, NY 10463, USA",40.8818819,-73.921791
Brokered by Fave Realty Inc,Co-op for sale,250000,1,1.0,900.0,3017 Riverdale Ave Apt 1F,"Bronx, NY 10463","3017 Riverdale Ave Apt 1FBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,3017,"3017 Riverdale Ave #1f, Bronx, NY 10463, USA",40.880985,-73.9102329
Brokered by Re/Max In The City,Co-op for sale,240900,2,1.0,875.0,2390 Palisade Ave Apt 4K,"Bronx, NY 10463","2390 Palisade Ave Apt 4KBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2390,"2390 Palisade Ave #4c, Bronx, NY 10463, USA",40.8797408,-73.9204193
Brokered by Houlihan Lawrence,Co-op for sale,129000,1,1.0,750.0,4315 Webster Ave Apt 3J,"Bronx, NY 10470","4315 Webster Ave Apt 3JBronx, NY 10470",New York,Bronx County,The Bronx,East Bronx,4315,"4315 Webster Ave #3j, Bronx, NY 10470, USA",40.8995193,-73.8623678
Brokered by Keller Williams NYC,Co-op for sale,262500,1,1.0,2184.207862,750 Kappock St Apt 502,"Bronx, NY 10463","750 Kappock St Apt 502Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,750,"750 Kappock St Apt 502, Bronx, NY 10463, USA",40.8819467,-73.9200169
"Brokered by Robert E. Hill, Inc.",Co-op for sale,430000,2,2.0,1200.0,2727 Palisade Ave Apt 5B,"Bronx, NY 10463","2727 Palisade Ave Apt 5BBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2727,"2727 Palisade Ave #5b, Bronx, NY 10463, USA",40.8830657,-73.9206428
"Brokered by Weichert, Realtors - Larchmont",Co-op for sale,124900,1,1.0,676.0,3535 Kings College Pl Apt 3E,"Bronx, NY 10467","3535 Kings College Pl Apt 3EBronx, NY 10467",New York,Bronx County,The Bronx,Norwood,3535,"3535 Kings College Pl #3e, Bronx, NY 10467, USA",40.880833,-73.8758596
Brokered by The Bouklis Group - The Bouklis Group Astoria,Townhouse for sale,588000,4,3.0,2160.0,2546 Bailey Ave Unit 2FAM,"Bronx, NY 10463","2546 Bailey Ave Unit 2FAMBronx, NY 10463",New York,Bronx County,The Bronx,Fordham Manor,2546,"2546 Bailey Ave #2f, Bronx, NY 10463, USA",40.8678944,-73.9078533
Brokered by The Bouklis Group - The Bouklis Group Astoria,Townhouse for sale,588000,4,3.0,2160.0,2546 Bailey Ave Unit 2FAM,"Bronx, NY 10463","2546 Bailey Ave Unit 2FAMBronx, NY 10463",New York,Bronx County,The Bronx,Fordham Manor,2546,"2546 Bailey Ave #2f, Bronx, NY 10463, USA",40.8678944,-73.9078533
Brokered by Brown Harris Stevens,Co-op for sale,385000,1,1.0,900.0,2500 Johnson Ave Apt 12M,"Bronx, NY 10463","2500 Johnson Ave Apt 12MBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2500,"2500 Johnson Ave #12b, Bronx, NY 10463, USA",40.876794,-73.9177034
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,349000,2,1.0,900.0,629 Kappock St Apt 4A,"Bronx, NY 10463","629 Kappock St Apt 4ABronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,629,"629 Kappock St #4a, Bronx, NY 10463, USA",40.8802558,-73.9168342
Brokered by Brown Harris Stevens,Co-op for sale,1195000,3,3.0,995.0,3001 Henry Hudson West Parkway Pkwy W Unit 1FG,"Bronx, NY 10463","3001 Henry Hudson West Parkway Pkwy W Unit 1FGBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,3001,"3001 Henry Hudson Pkwy W #1f, Bronx, NY 10463, USA",40.8830898,-73.9165737
Brokered by Exit Realty DKC,Co-op for sale,97500,2,1.0,791.0,1160 Colgate Ave Apt 1D,"Bronx, NY 10472","1160 Colgate Ave Apt 1DBronx, NY 10472",New York,Bronx County,The Bronx,East Bronx,1160,"1160 Colgate Ave #1d, Bronx, NY 10472, USA",40.8279037,-73.881623
Brokered by De Luca Realty Group INC,Co-op for sale,299999,2,1.0,857.0,44B Edgewater Park Unit 44B,"Bronx, NY 10465","44B Edgewater Park Unit 44BBronx, NY 10465",New York,Bronx County,The Bronx,East Bronx,44 A,"44 A Edgewater Park #44b, Bronx, NY 10465, USA",40.8227774,-73.8084775
Brokered by CENTURY 21 Future Homes Realty,Co-op for sale,190000,2,1.0,875.0,3065 Sedgwick Ave Apt 3E,"Bronx, NY 10468","3065 Sedgwick Ave Apt 3EBronx, NY 10468",New York,Bronx County,The Bronx,West Bronx,3065,"3065 Sedgwick Ave #3e, Bronx, NY 10468, USA",40.8766081,-73.8998497
Brokered by Houlihan Lawrence,Co-op for sale,149999,1,1.0,850.0,4295 Webster Ave Apt 4B,"Bronx, NY 10470","4295 Webster Ave Apt 4BBronx, NY 10470",New York,Bronx County,The Bronx,East Bronx,4295,"4295 Webster Ave #4b, Bronx, NY 10470, USA",40.8992144,-73.8624103
Brokered by CENTURY 21 Galvez,Co-op for sale,340000,2,1.0,900.0,6035 Broadway Apt 6N,"Bronx, NY 10471","6035 Broadway Apt 6NBronx, NY 10471",New York,Bronx County,The Bronx,Fieldston,6035,"6035 Broadway #6b, Bronx, NY 10471, USA",40.8919476,-73.8973687
Brokered by CENTURY 21 Galvez,Co-op for sale,340000,2,1.0,900.0,6035 Broadway Apt 6N,"Bronx, NY 10471","6035 Broadway Apt 6NBronx, NY 10471",New York,Bronx County,The Bronx,Fieldston,6035,"6035 Broadway #6b, Bronx, NY 10471, USA",40.8919476,-73.8973687
Brokered by Real Broker Llc,Condo for sale,425000,2,2.0,800.0,3240 Netherland Ave Apt 6A,"Bronx, NY 10463","3240 Netherland Ave Apt 6ABronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,3240,"3240 Netherland Ave #6a, Bronx, NY 10463, USA",40.8848915,-73.9110436
Brokered by Exp Realty,Co-op for sale,134500,3,1.0,503.0,601 Kappock St Apt 1G,"Bronx, NY 10463","601 Kappock St Apt 1GBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,601,"601 Kappock St #1g, Bronx, NY 10463, USA",40.8789773,-73.916004
Brokered by Promise Realty LLC,Condo for sale,357000,3,1.0,1100.0,5 Metropolitan Oval Apt 10F,"Bronx, NY 10462","5 Metropolitan Oval Apt 10FBronx, NY 10462",New York,Bronx County,The Bronx,Parkchester,5,"5 Metropolitan Oval #10f, Bronx, NY 10462, USA",40.8389829,-73.8601515
Brokered by TREBACH REALTY INC,Co-op for sale,325000,2,2.0,2184.207862,3875 Waldo Ave Apt 2E,"Bronx, NY 10463","3875 Waldo Ave Apt 2EBronx, NY 10463",New York,Bronx County,The Bronx,Fieldston,3875,"3875 Waldo Ave #2e, Bronx, NY 10463, USA",40.8890553,-73.9033819
Brokered by COMPASS,Co-op for sale,385000,2,2.0,1100.0,640 W 231st St Apt 7C,"Bronx, NY 10463","640 W 231st St Apt 7CBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,640,"640 W 231st St #7c, Bronx, NY 10463, USA",40.8827696,-73.9148245
Brokered by Ortiz Home Selling Team Llc,Co-op for sale,279900,1,1.0,900.0,1020 Grand Concourse Apt 14D,"Bronx, NY 10451","1020 Grand Concourse Apt 14DBronx, NY 10451",New York,Bronx County,The Bronx,Concourse Village,1020,"1020 Grand Concourse #14d, Bronx, NY 10451, USA",40.8301222,-73.9202611
Brokered by Platzner International Group,Co-op for sale,165000,1,1.0,875.0,205 E 238th St Apt 1J,"Bronx, NY 10470","205 E 238th St Apt 1JBronx, NY 10470",New York,Bronx County,The Bronx,East Bronx,205,"205 E 238th St #1j, Bronx, NY 10470, USA",40.8994229,-73.8706379
Brokered by Ortiz Home Selling Team Llc,Co-op for sale,279900,1,1.0,900.0,1020 Grand Concourse Apt 14D,"Bronx, NY 10451","1020 Grand Concourse Apt 14DBronx, NY 10451",New York,Bronx County,The Bronx,Concourse Village,1020,"1020 Grand Concourse #14d, Bronx, NY 10451, USA",40.8301222,-73.9202611
Brokered by BESMATCH REAL ESTATE,Co-op for sale,99000,1,1.0,850.0,1177 Anderson Ave Apt 2D,"Bronx, NY 10452","1177 Anderson Ave Apt 2DBronx, NY 10452",New York,Bronx County,The Bronx,Highbridge,1177,"1177 Anderson Ave #2d, Bronx, NY 10452, USA",40.83645,-73.924271
Brokered by Exit Realty Private Client,Co-op for sale,219999,2,1.0,800.0,3240 Riverdale Ave Apt 4B,"Bronx, NY 10463","3240 Riverdale Ave Apt 4BBronx, NY 10463",New York,Bronx County,The Bronx,Kingsbridge,3240,"3240 Riverdale Ave #4b, Bronx, NY 10463, USA",40.8833792,-73.907461
Brokered by Re/Max In The City,Co-op for sale,125000,3,1.0,600.0,3121 Middletown Rd Apt 1C,"Bronx, NY 10461","3121 Middletown Rd Apt 1CBronx, NY 10461",New York,Bronx County,The Bronx,Pelham Bay,3121,"3121 Middletown Rd #1c, Bronx, NY 10461, USA",40.8455961,-73.8264218
Brokered by Re/Max In The City,Co-op for sale,189000,1,1.0,700.0,6535 Broadway Apt 1G,"Bronx, NY 10471","6535 Broadway Apt 1GBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,6535,"6535 Broadway #1g, Bronx, NY 10471, USA",40.906568,-73.8968047
Brokered by CHIN - Re/Max in The City,Pending,324900,2,2.0,1100.0,5715 Mosholu Ave Apt 6B,"Bronx, NY 10471","5715 Mosholu Ave Apt 6BBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,5715,"5715 Mosholu Ave #6b, Bronx, NY 10471, USA",40.9057959,-73.90002
Brokered by CHIN - Re/Max in The City,Pending,324900,2,2.0,1100.0,5715 Mosholu Ave Apt 6B,"Bronx, NY 10471","5715 Mosholu Ave Apt 6BBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,5715,"5715 Mosholu Ave #6b, Bronx, NY 10471, USA",40.9057959,-73.90002
Brokered by Pantiga Group Inc.,Co-op for sale,175000,1,1.0,800.0,190 E Mosholu Pkwy S Apt 3B,"Bronx, NY 10458","190 E Mosholu Pkwy S Apt 3BBronx, NY 10458",New York,Bronx County,The Bronx,West Bronx,190,"190 E Mosholu Pkwy S #3b, Bronx, NY 10458, USA",40.8742949,-73.883753
Brokered by Keller Williams Ny Realty,Co-op for sale,170000,2,1.0,850.0,3555 Kings College Pl Apt 2G,"Bronx, NY 10467","3555 Kings College Pl Apt 2GBronx, NY 10467",New York,Bronx County,The Bronx,Norwood,3555,"3555 Kings College Pl #2g, Bronx, NY 10467, USA",40.8813916,-73.8757001
Brokered by Houlihan Lawrence Bronxville,Co-op for sale,199900,1,1.0,925.0,55 E 190th St Apt 3,"Bronx, NY 10468","55 E 190th St Apt 3Bronx, NY 10468",New York,Bronx County,The Bronx,Fordham Manor,55,"55 E 190th St Apt 3, Bronx, NY 10468, USA",40.863113,-73.8983227
Brokered by William Raveis Real Estate - Yorktown Heights,Co-op for sale,289999,1,1.0,830.0,2550 Independence Ave Apt 3C,"Bronx, NY 10463","2550 Independence Ave Apt 3CBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2550,"2550 Independence Ave #3c, Bronx, NY 10463, USA",40.8799897,-73.919862
Brokered by Douglas Elliman - 2112 Frederick Douglass Blvd,Pending,110000,1,1.0,650.0,6535 Broadway Apt 3G,"Bronx, NY 10471","6535 Broadway Apt 3GBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,6535,"6535 Broadway #3g, Bronx, NY 10471, USA",40.906568,-73.8968047
Brokered by RE/MAX Team,Co-op for sale,289000,3,1.0,2184.207862,2199 Holland Ave Apt 5N,"Bronx, NY 10462","2199 Holland Ave Apt 5NBronx, NY 10462",New York,Bronx County,The Bronx,East Bronx,2199,"2199 Holland Ave #5n, Bronx, NY 10462, USA",40.8563536,-73.865974
Brokered by Brown Harris Stevens,Co-op for sale,192500,1,1.0,2184.207862,555 Kappock St Apt 12F,"Bronx, NY 10463","555 Kappock St Apt 12FBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,555,"555 Kappock St #12f, Bronx, NY 10463, USA",40.878087,-73.9170513
Brokered by RE MAX Distinguished Homes & Properties,Co-op for sale,159000,1,1.0,800.0,2630 Kingsbridge Ter Apt 7Y,"Bronx, NY 10463","2630 Kingsbridge Ter Apt 7YBronx, NY 10463",New York,Bronx County,The Bronx,Fordham Manor,2630,"2630 Kingsbridge Terrace #7b, Bronx, NY 10463, USA",40.8697508,-73.905391
Brokered by Signature Premier Properties,Co-op for sale,320000,2,2.0,1200.0,3121 Middletown Rd Apt 2K,"Bronx, NY 10461","3121 Middletown Rd Apt 2KBronx, NY 10461",New York,Bronx County,The Bronx,Pelham Bay,3121,"3121 Middletown Rd #2k, Bronx, NY 10461, USA",40.8455961,-73.8264218
Brokered by Howard Hanna | Rand Realty,Co-op for sale,149000,1,1.0,750.0,4380 Vireo Ave Apt 6R,"Bronx, NY 10470","4380 Vireo Ave Apt 6RBronx, NY 10470",New York,Bronx County,The Bronx,East Bronx,4380,"4380 Vireo Ave #6r, Bronx, NY 10470, USA",40.9010021,-73.8627053
Brokered by De Luca Realty Group INC,Co-op for sale,299999,2,1.0,863.0,120B Edgewater Park Unit 120B,"Bronx, NY 10465","120B Edgewater Park Unit 120BBronx, NY 10465",New York,Bronx County,The Bronx,East Bronx,120,"120 Edgewater Park #120, Bronx, NY 10465, USA",40.822441,-73.8110424
Brokered by Highlite Homes Realty,Co-op for sale,536000,2,2.0,1200.0,3671 Hudson Manor Ter Apt 14J,"Bronx, NY 10463","3671 Hudson Manor Ter Apt 14JBronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,3671,"3671 Hudson Manor Terrace #14j, Bronx, NY 10463, USA",40.8881345,-73.9162336
Brokered by RE MAX Prestige Properties,Co-op for sale,165000,1,1.0,625.0,1922 McGraw Ave Apt 6E,"Bronx, NY 10462","1922 McGraw Ave Apt 6EBronx, NY 10462",New York,Bronx County,The Bronx,Parkchester,1922,"1922 McGraw Ave #6e, Bronx, NY 10462, USA",40.8344985,-73.8605246
Brokered by CAROZZA NICHOLAS M,House for sale,638000,3,2.0,1728.0,154 Revere Ave Unit 5589/141,"Nyc, NY 10465","154 Revere Ave Unit 5589/141Nyc, NY 10465",New York,Bronx County,The Bronx,East Bronx,154,"154 Revere Ave #5589, Bronx, NY 10465, USA",40.814845,-73.8159564
Brokered by RE MAX Distinguished Homes & Properties,Condo for sale,365000,3,2.0,920.0,276 Buttrick Ave Unit I3,"Bronx, NY 10465","276 Buttrick Ave Unit I3Bronx, NY 10465",New York,Bronx County,The Bronx,East Bronx,276,"276 Buttrick Ave #3c, Bronx, NY 10465, USA",40.815638,-73.8244344
Brokered by Brown Harris Stevens,Co-op for sale,165000,3,1.0,550.0,555 Kappock St Apt 5M,"Bronx, NY 10463","555 Kappock St Apt 5MBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,555,"555 Kappock St #5m, Bronx, NY 10463, USA",40.878087,-73.9170513
Brokered by Brown Harris Stevens,Pending,345000,2,1.0,975.0,3135 Johnson Ave Apt 10F,"Bronx, NY 10463","3135 Johnson Ave Apt 10FBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,3135,"3135 Johnson Ave #10f, Bronx, NY 10463, USA",40.8828679,-73.9112962
